name, fCode, lati,long,ellHt,northing,easting,elev,antHt,horizPrec,vertPrec,startTime,RMS,MaxRDOP,MaxHDOP,MaxVDOP,NumPos,minSVs
280083, CL, +34.915879780, -79.660992152, 321.210, 424974.526, 1801852.955, 424.608, 15.737,0.060,0.104,28-May-2008 10:32:38 AM, 0.006,,1.091,1.880,1,7
280084, CL, +34.915898362, -79.660961485, 321.181, 424981.227, 1801862.193, 424.579, 15.737,0.058,0.100,28-May-2008 10:32:39 AM, 0.006,,1.091,1.879,1,7
280085, CL, +34.915917421, -79.660931579, 321.235, 424988.104, 1801871.204, 424.633, 15.737,0.022,0.038,28-May-2008 10:32:40 AM, 0.005,,1.090,1.879,1,7
280086, CL, +34.915936297, -79.660902078, 321.297, 424994.914, 1801880.094, 424.695, 15.737,0.063,0.109,28-May-2008 10:32:41 AM, 0.002,,1.090,1.879,1,7
280087, CL, +34.915954895, -79.660872337, 321.331, 425001.623, 1801889.054, 424.730, 15.737,0.067,0.116,28-May-2008 10:32:42 AM, 0.006,,1.090,1.879,1,7
280088, CL, +34.915973743, -79.660842907, 321.356, 425008.424, 1801897.922, 424.755, 15.737,0.054,0.094,28-May-2008 10:32:43 AM, 0.006,,1.090,1.879,1,7
280089, CL, +34.915992874, -79.660813480, 321.404, 425015.327, 1801906.789, 424.803, 15.737,0.042,0.072,28-May-2008 10:32:44 AM, 0.005,,1.090,1.879,1,7
280090, CL, +34.916011577, -79.660783505, 321.350, 425022.074, 1801915.820, 424.749, 15.737,0.048,0.083,28-May-2008 10:32:45 AM, 0.004,,1.090,1.879,1,7
280091, CL, +34.916030398, -79.660753539, 321.406, 425028.864, 1801924.848, 424.805, 15.737,0.056,0.096,28-May-2008 10:32:46 AM, 0.005,,1.090,1.879,1,7
280092, CL, +34.916049527, -79.660723549, 321.394, 425035.765, 1801933.885, 424.793, 15.737,0.030,0.051,28-May-2008 10:32:47 AM, 0.005,,1.090,1.879,1,7
280093, CL, +34.916068793, -79.660693374, 321.374, 425042.717, 1801942.977, 424.773, 15.737,0.028,0.048,28-May-2008 10:32:48 AM, 0.003,,1.090,1.879,1,7
280094, CL, +34.916088021, -79.660662655, 321.383, 425049.653, 1801952.232, 424.783, 15.737,0.058,0.101,28-May-2008 10:32:49 AM, 0.003,,1.090,1.879,1,7
280095, CL, +34.916107569, -79.660631878, 321.463, 425056.705, 1801961.505, 424.863, 15.737,0.023,0.040,28-May-2008 10:32:50 AM, 0.005,,1.090,1.879,1,7
280096, CL, +34.916127289, -79.660600895, 321.480, 425063.820, 1801970.841, 424.881, 15.737,0.033,0.057,28-May-2008 10:32:51 AM, 0.002,,1.090,1.879,1,7
280097, CL, +34.916147026, -79.660569614, 321.475, 425070.940, 1801980.266, 424.876, 15.737,0.055,0.095,28-May-2008 10:32:52 AM, 0.003,,1.090,1.879,1,7
280098, CL, +34.916167037, -79.660538326, 321.454, 425078.160, 1801989.693, 424.854, 15.737,0.059,0.102,28-May-2008 10:32:53 AM, 0.005,,1.090,1.879,1,7
280099, CL, +34.916187383, -79.660506866, 321.483, 425085.502, 1801999.173, 424.884, 15.737,0.070,0.121,28-May-2008 10:32:54 AM, 0.006,,1.090,1.878,1,7
280100, CL, +34.916207051, -79.660474931, 321.481, 425092.596, 1802008.794, 424.882, 15.737,0.098,0.169,28-May-2008 10:32:55 AM, 0.007,,1.090,1.878,1,7
280101, CL, +34.916226888, -79.660443445, 321.514, 425099.753, 1802018.280, 424.915, 15.737,0.056,0.096,28-May-2008 10:32:56 AM, 0.009,,1.090,1.878,1,7
280102, CL, +34.916246886, -79.660412421, 321.585, 425106.968, 1802027.629, 424.987, 15.737,0.077,0.132,28-May-2008 10:32:57 AM, 0.005,,1.090,1.878,1,7
280103, CL, +34.916266237, -79.660381648, 321.566, 425113.949, 1802036.900, 424.968, 15.737,0.062,0.107,28-May-2008 10:32:58 AM, 0.007,,1.090,1.878,1,7
280104, CL, +34.916285142, -79.660351082, 321.632, 425120.768, 1802046.109, 425.034, 15.737,0.069,0.118,28-May-2008 10:32:59 AM, 0.006,,1.090,1.878,1,7
280105, CL, +34.916304281, -79.660320997, 321.596, 425127.673, 1802055.173, 424.998, 15.737,0.069,0.118,28-May-2008 10:33:00 AM, 0.006,,1.090,1.878,1,7
280106, CL, +34.916323339, -79.660290951, 321.600, 425134.549, 1802064.226, 425.003, 15.737,0.039,0.067,28-May-2008 10:33:01 AM, 0.006,,1.090,1.878,1,7
280107, CL, +34.916342146, -79.660260661, 321.669, 425141.333, 1802073.352, 425.071, 15.737,0.030,0.052,28-May-2008 10:33:02 AM, 0.004,,1.089,1.878,1,7
280108, CL, +34.916361267, -79.660230539, 321.667, 425148.232, 1802082.428, 425.070, 15.737,0.043,0.074,28-May-2008 10:33:03 AM, 0.003,,1.089,1.878,1,7
280109, CL, +34.916380491, -79.660200458, 321.685, 425155.168, 1802091.492, 425.088, 15.737,0.028,0.048,28-May-2008 10:33:04 AM, 0.004,,1.089,1.878,1,7
280110, CL, +34.916399595, -79.660170130, 321.675, 425162.060, 1802100.629, 425.078, 15.737,0.029,0.051,28-May-2008 10:33:05 AM, 0.003,,1.089,1.878,1,7
280111, CL, +34.916418654, -79.660139571, 321.701, 425168.935, 1802109.836, 425.105, 15.737,0.017,0.029,28-May-2008 10:33:06 AM, 0.003,,1.089,1.878,1,7
280112, CL, +34.916438226, -79.660109288, 321.720, 425175.997, 1802118.961, 425.124, 15.737,0.039,0.068,28-May-2008 10:33:07 AM, 0.002,,1.089,1.878,1,7
280113, CL, +34.916457585, -79.660078552, 321.697, 425182.981, 1802128.221, 425.101, 15.737,0.034,0.059,28-May-2008 10:33:08 AM, 0.004,,1.089,1.877,1,7
280114, CL, +34.916478792, -79.660044400, 321.773, 425190.631, 1802138.510, 425.177, 15.737,0.046,0.079,28-May-2008 10:33:09 AM, 0.003,,1.089,1.877,1,7
280115, CL, +34.916496532, -79.660016605, 321.807, 425197.031, 1802146.885, 425.212, 15.737,0.036,0.062,28-May-2008 10:33:10 AM, 0.004,,1.089,1.877,1,7
280116, CL, +34.916518354, -79.659982809, 321.888, 425204.906, 1802157.069, 425.292, 15.737,0.118,0.203,28-May-2008 10:33:11 AM, 0.003,,1.089,1.877,1,7
280117, CL, +34.916535614, -79.659954660, 321.852, 425211.131, 1802165.549, 425.257, 15.737,0.088,0.152,28-May-2008 10:33:12 AM, 0.011,,1.089,1.877,1,7
280118, CL, +34.916557299, -79.659920236, 321.882, 425218.954, 1802175.920, 425.287, 15.737,0.108,0.185,28-May-2008 10:33:13 AM, 0.008,,1.089,1.877,1,7
280119, CL, +34.916577475, -79.659889355, 321.917, 425226.235, 1802185.226, 425.322, 15.737,0.066,0.114,28-May-2008 10:33:14 AM, 0.010,,1.089,1.877,1,7
280120, CL, +34.916597087, -79.659858199, 321.965, 425233.310, 1802194.613, 425.370, 15.737,0.079,0.136,28-May-2008 10:33:15 AM, 0.006,,1.089,1.877,1,7
280121, CL, +34.916616277, -79.659827025, 321.938, 425240.232, 1802204.004, 425.344, 15.737,0.085,0.146,28-May-2008 10:33:16 AM, 0.007,,1.089,1.877,1,7
280122, CL, +34.916635823, -79.659796456, 322.023, 425247.284, 1802213.215, 425.429, 15.737,0.085,0.146,28-May-2008 10:33:17 AM, 0.008,,1.089,1.877,1,7
280123, CL, +34.916655299, -79.659766067, 322.060, 425254.311, 1802222.372, 425.466, 15.737,0.069,0.118,28-May-2008 10:33:18 AM, 0.008,,1.089,1.877,1,7
280124, CL, +34.916674406, -79.659735737, 322.054, 425261.205, 1802231.510, 425.460, 15.737,0.087,0.150,28-May-2008 10:33:19 AM, 0.006,,1.089,1.877,1,7
280125, CL, +34.916693671, -79.659705531, 322.137, 425268.155, 1802240.611, 425.544, 15.737,0.078,0.135,28-May-2008 10:33:20 AM, 0.008,,1.089,1.877,1,7
280126, CL, +34.916712572, -79.659675018, 322.031, 425274.973, 1802249.804, 425.438, 15.737,0.076,0.130,28-May-2008 10:33:21 AM, 0.007,,1.089,1.877,1,7
280127, CL, +34.916731478, -79.659644589, 322.060, 425281.793, 1802258.971, 425.466, 15.737,0.034,0.059,28-May-2008 10:33:22 AM, 0.007,,1.089,1.876,1,7
280128, CL, +34.916750643, -79.659614838, 322.086, 425288.708, 1802267.935, 425.493, 15.737,0.071,0.122,28-May-2008 10:33:23 AM, 0.003,,1.089,1.876,1,7
280129, CL, +34.916769740, -79.659585428, 322.159, 425295.599, 1802276.798, 425.566, 15.737,0.084,0.144,28-May-2008 10:33:24 AM, 0.007,,1.089,1.876,1,7
280130, CL, +34.916788400, -79.659556043, 322.166, 425302.332, 1802285.651, 425.574, 15.737,0.066,0.114,28-May-2008 10:33:25 AM, 0.008,,1.089,1.876,1,7
280131, CL, +34.916807132, -79.659527126, 322.191, 425309.091, 1802294.365, 425.599, 15.737,0.081,0.139,28-May-2008 10:33:26 AM, 0.006,,1.088,1.876,1,7
280132, CL, +34.916825693, -79.659498476, 322.166, 425315.789, 1802302.998, 425.574, 15.737,0.060,0.103,28-May-2008 10:33:27 AM, 0.008,,1.088,1.876,1,7
280133, CL, +34.916843880, -79.659469671, 322.160, 425322.350, 1802311.677, 425.568, 15.737,0.077,0.133,28-May-2008 10:33:28 AM, 0.006,,1.088,1.876,1,7
280134, CL, +34.916862116, -79.659441250, 322.204, 425328.930, 1802320.240, 425.612, 15.737,0.059,0.101,28-May-2008 10:33:29 AM, 0.007,,1.088,1.876,1,7
280135, CL, +34.916880418, -79.659413576, 322.181, 425335.536, 1802328.581, 425.590, 15.737,0.069,0.119,28-May-2008 10:33:30 AM, 0.005,,1.088,1.876,1,7
280136, CL, +34.916898902, -79.659386329, 322.201, 425342.208, 1802336.793, 425.610, 15.737,0.095,0.164,28-May-2008 10:33:31 AM, 0.006,,1.088,1.876,1,7
280137, CL, +34.916917165, -79.659359497, 322.165, 425348.801, 1802344.880, 425.574, 15.737,0.096,0.157,28-May-2008 10:33:32 AM, 0.009,,1.053,1.730,1,8
280138, CL, +34.916935167, -79.659333890, 322.123, 425355.301, 1802352.600, 425.532, 15.737,0.086,0.141,28-May-2008 10:33:33 AM, 0.009,,1.053,1.730,1,8
280139, CL, +34.916970956, -79.659285090, 322.164, 425368.229, 1802367.315, 425.573, 15.737,0.044,0.072,28-May-2008 10:33:35 AM, 0.006,,1.053,1.729,1,8
280140, CL, +34.917007893, -79.659236213, 322.098, 425381.574, 1802382.056, 425.508, 15.737,0.051,0.083,28-May-2008 10:33:37 AM, 0.007,,1.053,1.729,1,8
280141, CL, +34.917043474, -79.659190866, 322.014, 425394.432, 1802395.735, 425.423, 15.737,0.076,0.125,28-May-2008 10:33:39 AM, 0.006,,1.053,1.729,1,8
280142, CL, +34.917078618, -79.659146702, 322.010, 425407.134, 1802409.059, 425.420, 15.737,0.035,0.058,28-May-2008 10:33:41 AM, 0.008,,1.053,1.728,1,8
280143, CL, +34.917113359, -79.659105017, 321.999, 425419.694, 1802421.638, 425.409, 15.737,0.046,0.075,28-May-2008 10:33:43 AM, 0.005,,1.052,1.728,1,8
280144, CL, +34.917145648, -79.659065444, 322.002, 425431.366, 1802433.579, 425.413, 15.737,0.038,0.063,28-May-2008 10:33:45 AM, 0.004,,1.052,1.728,1,8
280145, CL, +34.917170952, -79.659034901, 322.015, 425440.514, 1802442.796, 425.425, 15.737,0.046,0.075,28-May-2008 10:33:47 AM, 0.005,,1.052,1.728,1,8
pt5z, WD, +34.915787750, -79.661137132, 320.960, 424941.324, 1801809.272, 424.356, 15.737,0.026,0.042,28-May-2008 10:35:45 AM, 0.003,2.005,1.046,1.711,5,8
550001, CL, +34.914005310, -79.665937639, 320.977, 424302.270, 1800365.882, 424.334, 15.737,0.071,0.108,28-May-2008 10:53:04 AM, 0.007,,1.001,1.527,1,8
550002, CL, +34.914029177, -79.665912785, 321.027, 424310.905, 1800373.391, 424.385, 15.737,0.056,0.085,28-May-2008 10:53:05 AM, 0.007,,1.001,1.527,1,8
550003, CL, +34.914052714, -79.665887340, 320.987, 424319.420, 1800381.076, 424.344, 15.737,0.063,0.096,28-May-2008 10:53:06 AM, 0.006,,1.001,1.527,1,8
550004, CL, +34.914075837, -79.665861518, 320.953, 424327.783, 1800388.873, 424.311, 15.737,0.087,0.132,28-May-2008 10:53:07 AM, 0.006,,1.001,1.526,1,8
550005, CL, +34.914098596, -79.665835432, 320.989, 424336.013, 1800396.749, 424.347, 15.737,0.085,0.129,28-May-2008 10:53:08 AM, 0.009,,1.001,1.526,1,8
550006, CL, +34.914121335, -79.665809076, 321.039, 424344.235, 1800404.705, 424.397, 15.737,0.079,0.120,28-May-2008 10:53:09 AM, 0.009,,1.000,1.526,1,8
550007, CL, +34.914143289, -79.665781702, 320.998, 424352.170, 1800412.965, 424.356, 15.737,0.066,0.101,28-May-2008 10:53:10 AM, 0.008,,1.000,1.526,1,8
550008, CL, +34.914164588, -79.665753432, 320.962, 424359.864, 1800421.491, 424.321, 15.737,0.044,0.067,28-May-2008 10:53:11 AM, 0.007,,1.000,1.526,1,8
550009, CL, +34.914185591, -79.665724314, 321.003, 424367.449, 1800430.271, 424.361, 15.737,0.029,0.044,28-May-2008 10:53:12 AM, 0.004,,1.000,1.526,1,8
550010, CL, +34.914206430, -79.665694671, 320.966, 424374.974, 1800439.208, 424.325, 15.737,0.051,0.078,28-May-2008 10:53:13 AM, 0.003,,1.000,1.525,1,8
550011, CL, +34.914227503, -79.665664733, 320.859, 424382.582, 1800448.234, 424.218, 15.737,0.046,0.070,28-May-2008 10:53:14 AM, 0.005,,1.000,1.525,1,8
550012, CL, +34.914248689, -79.665634230, 320.771, 424390.231, 1800457.430, 424.130, 15.737,0.037,0.056,28-May-2008 10:53:15 AM, 0.005,,1.000,1.525,1,8
550013, CL, +34.914269117, -79.665602386, 320.775, 424397.601, 1800467.026, 424.134, 15.737,0.064,0.098,28-May-2008 10:53:16 AM, 0.004,,1.000,1.525,1,8
550014, CL, +34.914289218, -79.665571039, 320.845, 424404.854, 1800476.472, 424.205, 15.737,0.024,0.040,28-May-2008 10:53:17 AM, 0.007,,1.060,1.755,1,7
550015, CL, +34.914309372, -79.665540433, 320.746, 424412.127, 1800485.696, 424.106, 15.737,0.030,0.050,28-May-2008 10:53:18 AM, 0.002,,1.060,1.755,1,7
550016, CL, +34.914329628, -79.665509710, 320.732, 424419.436, 1800494.955, 424.092, 15.737,0.025,0.042,28-May-2008 10:53:19 AM, 0.003,,1.060,1.755,1,7
550017, CL, +34.914349098, -79.665478379, 320.699, 424426.459, 1800504.395, 424.059, 15.737,0.030,0.049,28-May-2008 10:53:20 AM, 0.002,,1.060,1.755,1,7
550018, CL, +34.914368099, -79.665447223, 320.696, 424433.312, 1800513.781, 424.056, 15.737,0.020,0.033,28-May-2008 10:53:21 AM, 0.003,,1.060,1.755,1,7
550019, CL, +34.914387889, -79.665416108, 320.655, 424440.451, 1800523.157, 424.015, 15.737,0.029,0.048,28-May-2008 10:53:22 AM, 0.002,,1.060,1.755,1,7
550020, CL, +34.914408537, -79.665383752, 320.677, 424447.900, 1800532.907, 424.037, 15.737,0.020,0.033,28-May-2008 10:53:23 AM, 0.003,,1.060,1.754,1,7
550021, CL, +34.914430022, -79.665348939, 320.623, 424455.649, 1800543.395, 423.984, 15.737,0.028,0.046,28-May-2008 10:53:24 AM, 0.002,,1.060,1.754,1,7
550022, CL, +34.914453194, -79.665312022, 320.567, 424464.008, 1800554.518, 423.928, 15.737,0.018,0.030,28-May-2008 10:53:25 AM, 0.003,,1.060,1.754,1,7
550023, CL, +34.914477204, -79.665273819, 320.460, 424472.669, 1800566.029, 423.822, 15.737,0.024,0.040,28-May-2008 10:53:26 AM, 0.002,,1.060,1.754,1,7
550024, CL, +34.914501982, -79.665235500, 320.405, 424481.609, 1800577.576, 423.766, 15.737,0.029,0.048,28-May-2008 10:53:27 AM, 0.002,,1.060,1.754,1,7
550025, CL, +34.914526666, -79.665196518, 320.322, 424490.514, 1800589.323, 423.684, 15.737,0.027,0.044,28-May-2008 10:53:28 AM, 0.003,,1.060,1.754,1,7
550026, CL, +34.914551290, -79.665157651, 320.235, 424499.397, 1800601.034, 423.597, 15.737,0.036,0.059,28-May-2008 10:53:29 AM, 0.003,,1.060,1.754,1,7
550027, CL, +34.914575516, -79.665119935, 320.128, 424508.138, 1800612.399, 423.490, 15.737,0.046,0.076,28-May-2008 10:53:30 AM, 0.003,,1.060,1.754,1,7
550028, CL, +34.914598645, -79.665082688, 320.081, 424516.480, 1800623.621, 423.444, 15.737,0.032,0.053,28-May-2008 10:53:31 AM, 0.004,,1.060,1.753,1,7
550029, CL, +34.914621985, -79.665046019, 320.042, 424524.901, 1800634.670, 423.405, 15.737,0.024,0.039,28-May-2008 10:53:32 AM, 0.003,,1.060,1.753,1,7
550030, CL, +34.914645374, -79.665009186, 319.974, 424533.339, 1800645.769, 423.337, 15.737,0.028,0.046,28-May-2008 10:53:33 AM, 0.002,,1.060,1.753,1,7
550031, CL, +34.914668652, -79.664971793, 319.978, 424541.735, 1800657.035, 423.341, 15.737,0.027,0.044,28-May-2008 10:53:34 AM, 0.003,,1.060,1.753,1,7
550032, CL, +34.914692516, -79.664934659, 319.918, 424550.345, 1800668.225, 423.281, 15.737,0.031,0.051,28-May-2008 10:53:35 AM, 0.003,,1.060,1.753,1,7
550033, CL, +34.914716381, -79.664897131, 319.891, 424558.955, 1800679.533, 423.255, 15.737,0.030,0.050,28-May-2008 10:53:36 AM, 0.003,,1.060,1.753,1,7
550034, CL, +34.914740136, -79.664858983, 319.836, 424567.523, 1800691.027, 423.200, 15.737,0.034,0.056,28-May-2008 10:53:37 AM, 0.003,,1.060,1.753,1,7
550035, CL, +34.914764433, -79.664821263, 319.804, 424576.290, 1800702.393, 423.168, 15.737,0.024,0.039,28-May-2008 10:53:38 AM, 0.003,,1.060,1.753,1,7
550036, CL, +34.914788472, -79.664783077, 319.750, 424584.961, 1800713.899, 423.114, 15.737,0.022,0.036,28-May-2008 10:53:39 AM, 0.002,,1.060,1.752,1,7
550037, CL, +34.914812336, -79.664745079, 319.771, 424593.570, 1800725.348, 423.136, 15.737,0.021,0.035,28-May-2008 10:53:40 AM, 0.002,,1.060,1.752,1,7
550038, CL, +34.914836374, -79.664707564, 319.697, 424602.243, 1800736.652, 423.062, 15.737,0.026,0.042,28-May-2008 10:53:41 AM, 0.002,,1.060,1.752,1,7
550039, CL, +34.914859461, -79.664670671, 319.635, 424610.570, 1800747.768, 423.000, 15.737,0.032,0.053,28-May-2008 10:53:42 AM, 0.002,,1.060,1.752,1,7
550040, CL, +34.914881824, -79.664635584, 319.659, 424618.638, 1800758.341, 423.024, 15.737,0.032,0.052,28-May-2008 10:53:43 AM, 0.003,,1.060,1.752,1,7
550041, CL, +34.914903099, -79.664602227, 319.681, 424626.314, 1800768.392, 423.046, 15.737,0.034,0.056,28-May-2008 10:53:44 AM, 0.003,,1.060,1.752,1,7
550042, CL, +34.914922698, -79.664571084, 319.667, 424633.384, 1800777.775, 423.033, 15.737,0.024,0.040,28-May-2008 10:53:45 AM, 0.003,,1.060,1.752,1,7
550043, CL, +34.914942254, -79.664539970, 319.643, 424640.439, 1800787.150, 423.009, 15.737,0.018,0.030,28-May-2008 10:53:46 AM, 0.002,,1.060,1.752,1,7
550044, CL, +34.914974434, -79.664489695, 319.683, 424652.049, 1800802.299, 423.050, 15.737,0.041,0.068,28-May-2008 10:53:48 AM, 0.002,,1.060,1.751,1,7
550045, CL, +34.915001878, -79.664445968, 319.654, 424661.948, 1800815.474, 423.020, 15.737,0.018,0.030,28-May-2008 10:53:50 AM, 0.002,,1.060,1.751,1,7
550046, CL, +34.915020693, -79.664416442, 319.676, 424668.736, 1800824.371, 423.043, 15.737,0.052,0.078,28-May-2008 10:54:26 AM, 0.005,,1.126,1.705,1,8
550047, CL, +34.915046048, -79.664376411, 319.634, 424677.884, 1800836.433, 423.001, 15.737,0.079,0.131,28-May-2008 10:54:29 AM, 0.007,,1.060,1.747,1,7
550048, CL, +34.915072776, -79.664333888, 319.668, 424687.525, 1800849.245, 423.036, 15.737,0.055,0.091,28-May-2008 10:54:31 AM, 0.007,,1.060,1.746,1,7
550049, CL, +34.915104471, -79.664283839, 319.700, 424698.959, 1800864.326, 423.068, 15.737,0.037,0.060,28-May-2008 10:54:33 AM, 0.004,,1.060,1.746,1,7
550050, CL, +34.915121187, -79.664257017, 319.730, 424704.989, 1800872.407, 423.098, 15.737,0.050,0.082,28-May-2008 10:54:34 AM, 0.004,,1.060,1.746,1,7
550051, CL, +34.915138585, -79.664229653, 319.750, 424711.266, 1800880.652, 423.119, 15.737,0.029,0.047,28-May-2008 10:54:35 AM, 0.005,,1.060,1.746,1,7
550052, CL, +34.915156469, -79.664201614, 319.769, 424717.717, 1800889.101, 423.137, 15.737,0.035,0.058,28-May-2008 10:54:36 AM, 0.003,,1.060,1.746,1,7
550053, CL, +34.915174332, -79.664172841, 319.818, 424724.161, 1800897.770, 423.187, 15.737,0.045,0.073,28-May-2008 10:54:37 AM, 0.003,,1.060,1.746,1,7
550054, CL, +34.915192686, -79.664143735, 319.860, 424730.782, 1800906.539, 423.229, 15.737,0.041,0.067,28-May-2008 10:54:38 AM, 0.004,,1.060,1.745,1,7
550055, CL, +34.915211386, -79.664114448, 319.830, 424737.528, 1800915.364, 423.199, 15.737,0.047,0.078,28-May-2008 10:54:39 AM, 0.004,,1.060,1.745,1,7
550056, CL, +34.915230312, -79.664084672, 319.832, 424744.356, 1800924.337, 423.201, 15.737,0.042,0.069,28-May-2008 10:54:40 AM, 0.005,,1.060,1.745,1,7
550057, CL, +34.915249113, -79.664054309, 319.869, 424751.138, 1800933.484, 423.238, 15.737,0.033,0.054,28-May-2008 10:54:41 AM, 0.004,,1.060,1.745,1,7
550058, CL, +34.915268379, -79.664023966, 319.893, 424758.088, 1800942.627, 423.262, 15.737,0.032,0.052,28-May-2008 10:54:42 AM, 0.003,,1.060,1.745,1,7
550059, CL, +34.915288030, -79.663993489, 319.940, 424765.178, 1800951.811, 423.310, 15.737,0.041,0.067,28-May-2008 10:54:43 AM, 0.003,,1.060,1.745,1,7
550060, CL, +34.915307336, -79.663962303, 319.914, 424772.142, 1800961.207, 423.284, 15.737,0.031,0.051,28-May-2008 10:54:44 AM, 0.004,,1.060,1.745,1,7
550061, CL, +34.915326982, -79.663930937, 319.894, 424779.228, 1800970.657, 423.265, 15.737,0.020,0.034,28-May-2008 10:54:45 AM, 0.003,,1.060,1.745,1,7
550062, CL, +34.915347309, -79.663899662, 319.977, 424786.564, 1800980.082, 423.347, 15.737,0.042,0.069,28-May-2008 10:54:46 AM, 0.002,,1.060,1.745,1,7
550063, CL, +34.915367258, -79.663867863, 320.020, 424793.760, 1800989.663, 423.390, 15.737,0.056,0.092,28-May-2008 10:54:47 AM, 0.004,,1.060,1.744,1,7
550064, CL, +34.915388862, -79.663832744, 320.015, 424801.551, 1801000.243, 423.386, 15.737,0.072,0.118,28-May-2008 10:54:48 AM, 0.005,,1.059,1.744,1,7
550065, CL, +34.915407106, -79.663804793, 320.003, 424808.135, 1801008.666, 423.374, 15.737,0.063,0.105,28-May-2008 10:54:49 AM, 0.007,,1.059,1.744,1,7
550066, CL, +34.915429032, -79.663770806, 320.028, 424816.046, 1801018.908, 423.399, 15.737,0.070,0.114,28-May-2008 10:54:50 AM, 0.006,,1.059,1.744,1,7
550067, CL, +34.915445982, -79.663742767, 320.094, 424822.158, 1801027.354, 423.466, 15.737,0.047,0.078,28-May-2008 10:54:51 AM, 0.007,,1.059,1.744,1,7
550068, CL, +34.915467363, -79.663709312, 320.048, 424829.872, 1801037.435, 423.419, 15.737,0.062,0.102,28-May-2008 10:54:52 AM, 0.005,,1.059,1.744,1,7
550069, CL, +34.915487043, -79.663679380, 320.114, 424836.974, 1801046.456, 423.486, 15.737,0.053,0.087,28-May-2008 10:54:53 AM, 0.006,,1.059,1.744,1,7
550070, CL, +34.915505936, -79.663648820, 320.146, 424843.789, 1801055.662, 423.518, 15.737,0.048,0.079,28-May-2008 10:54:54 AM, 0.005,,1.059,1.744,1,7
550071, CL, +34.915524804, -79.663618364, 320.235, 424850.594, 1801064.838, 423.608, 15.737,0.046,0.076,28-May-2008 10:54:55 AM, 0.005,,1.059,1.743,1,7
550072, CL, +34.915544262, -79.663588474, 320.149, 424857.616, 1801073.846, 423.521, 15.737,0.073,0.120,28-May-2008 10:54:56 AM, 0.004,,1.059,1.743,1,7
550073, CL, +34.915563349, -79.663558076, 320.182, 424864.501, 1801083.004, 423.554, 15.737,0.049,0.080,28-May-2008 10:54:57 AM, 0.007,,1.059,1.743,1,7
550074, CL, +34.915582188, -79.663527270, 320.226, 424871.295, 1801092.285, 423.599, 15.737,0.048,0.080,28-May-2008 10:54:58 AM, 0.005,,1.059,1.743,1,7
550075, CL, +34.915601735, -79.663496968, 320.157, 424878.348, 1801101.416, 423.530, 15.737,0.025,0.042,28-May-2008 10:54:59 AM, 0.005,,1.059,1.743,1,7
550076, CL, +34.915621362, -79.663466519, 320.168, 424885.430, 1801110.591, 423.541, 15.737,0.022,0.037,28-May-2008 10:55:00 AM, 0.002,,1.059,1.743,1,7
550077, CL, +34.915640680, -79.663435492, 320.166, 424892.398, 1801119.939, 423.540, 15.737,0.025,0.041,28-May-2008 10:55:01 AM, 0.002,,1.059,1.743,1,7
550078, CL, +34.915660271, -79.663404440, 320.241, 424899.465, 1801129.295, 423.615, 15.737,0.034,0.056,28-May-2008 10:55:02 AM, 0.002,,1.059,1.743,1,7
550079, CL, +34.915680533, -79.663373267, 320.245, 424906.777, 1801138.689, 423.619, 15.737,0.035,0.058,28-May-2008 10:55:03 AM, 0.003,,1.059,1.742,1,7
