name, fCode, lati,long,ellHt,northing,easting,elev,antHt,horizPrec,vertPrec,startTime,RMS,MaxRDOP,MaxHDOP,MaxVDOP,NumPos,minSVs
270070, CL, +34.915498509, -79.661516512, 320.812, 424836.820, 1801694.844, 424.206, 15.737,0.065,0.117,28-May-2008 10:23:42 AM, 0.003,,1.357,2.447,1,6
270071, CL, +34.915518116, -79.661485517, 320.859, 424843.893, 1801704.183, 424.253, 15.737,0.020,0.037,28-May-2008 10:23:43 AM, 0.005,,1.357,2.447,1,6
270072, CL, +34.915538293, -79.661454018, 320.832, 424851.173, 1801713.675, 424.227, 15.737,0.045,0.082,28-May-2008 10:23:44 AM, 0.002,,1.357,2.447,1,6
270073, CL, +34.915558440, -79.661421809, 320.802, 424858.441, 1801723.379, 424.197, 15.737,0.031,0.055,28-May-2008 10:23:45 AM, 0.003,,1.357,2.447,1,6
270074, CL, +34.915578583, -79.661389596, 320.912, 424865.707, 1801733.084, 424.307, 15.737,0.030,0.054,28-May-2008 10:23:46 AM, 0.002,,1.357,2.447,1,6
270075, CL, +34.915598862, -79.661357869, 320.917, 424873.024, 1801742.644, 424.313, 15.737,0.086,0.155,28-May-2008 10:23:47 AM, 0.002,,1.357,2.447,1,6
270076, CL, +34.915618756, -79.661326435, 320.890, 424880.201, 1801752.115, 424.286, 15.737,0.035,0.063,28-May-2008 10:23:48 AM, 0.006,,1.357,2.446,1,6
270077, CL, +34.915638293, -79.661294987, 320.870, 424887.248, 1801761.590, 424.266, 15.737,0.051,0.091,28-May-2008 10:23:49 AM, 0.003,,1.357,2.446,1,6
270078, CL, +34.915658130, -79.661264237, 320.884, 424894.406, 1801770.856, 424.280, 15.737,0.049,0.089,28-May-2008 10:23:50 AM, 0.004,,1.357,2.446,1,6
270079, CL, +34.915677698, -79.661233617, 320.894, 424901.466, 1801780.082, 424.291, 15.737,0.072,0.130,28-May-2008 10:23:51 AM, 0.004,,1.357,2.446,1,6
270080, CL, +34.915696680, -79.661202821, 320.914, 424908.312, 1801789.360, 424.311, 15.737,0.091,0.164,28-May-2008 10:23:52 AM, 0.005,,1.357,2.446,1,6
270081, CL, +34.915715926, -79.661172488, 320.974, 424915.256, 1801798.499, 424.371, 15.737,0.053,0.096,28-May-2008 10:23:53 AM, 0.007,,1.357,2.446,1,6
270082, CL, +34.915735289, -79.661142698, 320.949, 424922.243, 1801807.476, 424.347, 15.737,0.034,0.061,28-May-2008 10:23:54 AM, 0.004,,1.356,2.446,1,6
270083, CL, +34.915753986, -79.661112767, 321.000, 424928.988, 1801816.494, 424.397, 15.737,0.054,0.097,28-May-2008 10:23:55 AM, 0.003,,1.356,2.446,1,6
270084, CL, +34.915772202, -79.661083346, 320.993, 424935.558, 1801825.358, 424.390, 15.737,0.063,0.114,28-May-2008 10:23:56 AM, 0.004,,1.356,2.446,1,6
270085, CL, +34.915790909, -79.661054639, 321.076, 424942.309, 1801834.008, 424.473, 15.737,0.044,0.080,28-May-2008 10:23:57 AM, 0.005,,1.356,2.446,1,6
270086, CL, +34.915809511, -79.661025904, 321.089, 424949.021, 1801842.667, 424.487, 15.737,0.065,0.117,28-May-2008 10:23:58 AM, 0.003,,1.356,2.446,1,6
270087, CL, +34.915827699, -79.660996577, 321.074, 424955.582, 1801851.503, 424.472, 15.737,0.069,0.125,28-May-2008 10:23:59 AM, 0.005,,1.356,2.445,1,6
270088, CL, +34.915846201, -79.660967322, 321.114, 424962.256, 1801860.317, 424.513, 15.737,0.074,0.133,28-May-2008 10:24:00 AM, 0.005,,1.356,2.445,1,6
270089, CL, +34.915865230, -79.660938211, 321.157, 424969.124, 1801869.090, 424.555, 15.737,0.075,0.136,28-May-2008 10:24:01 AM, 0.006,,1.356,2.445,1,6
270090, CL, +34.915883944, -79.660908597, 321.242, 424975.875, 1801878.012, 424.640, 15.737,0.055,0.099,28-May-2008 10:24:02 AM, 0.006,,1.356,2.445,1,6
270091, CL, +34.915902549, -79.660878807, 321.215, 424982.586, 1801886.988, 424.613, 15.737,0.107,0.194,28-May-2008 10:24:03 AM, 0.004,,1.356,2.445,1,6
270092, CL, +34.915921480, -79.660848869, 321.204, 424989.416, 1801896.008, 424.603, 15.737,0.052,0.093,28-May-2008 10:24:04 AM, 0.008,,1.356,2.445,1,6
270093, CL, +34.915940551, -79.660818613, 321.202, 424996.296, 1801905.124, 424.601, 15.737,0.028,0.050,28-May-2008 10:24:05 AM, 0.004,,1.356,2.445,1,6
270094, CL, +34.915959588, -79.660788129, 321.279, 425003.163, 1801914.308, 424.679, 15.737,0.049,0.089,28-May-2008 10:24:06 AM, 0.002,,1.356,2.445,1,6
270095, CL, +34.915979148, -79.660757669, 321.233, 425010.221, 1801923.486, 424.633, 15.737,0.048,0.086,28-May-2008 10:24:07 AM, 0.004,,1.356,2.445,1,6
270096, CL, +34.915998769, -79.660726856, 321.319, 425017.300, 1801932.771, 424.719, 15.737,0.026,0.046,28-May-2008 10:24:08 AM, 0.004,,1.356,2.445,1,6
270097, CL, +34.916020066, -79.660692557, 321.296, 425024.982, 1801943.104, 424.696, 15.737,0.068,0.122,28-May-2008 10:24:09 AM, 0.002,,1.356,2.444,1,6
270098, CL, +34.916037875, -79.660664287, 321.331, 425031.407, 1801951.621, 424.732, 15.737,0.050,0.090,28-May-2008 10:24:10 AM, 0.005,,1.356,2.444,1,6
270099, CL, +34.916060073, -79.660629878, 321.317, 425039.416, 1801961.990, 424.718, 15.737,0.072,0.130,28-May-2008 10:24:11 AM, 0.004,,1.356,2.444,1,6
270100, CL, +34.916097765, -79.660569573, 321.294, 425053.013, 1801980.159, 424.695, 15.737,0.122,0.219,28-May-2008 10:24:13 AM, 0.010,,1.356,2.444,1,6
270101, CL, +34.916117880, -79.660538291, 321.343, 425060.271, 1801989.585, 424.744, 15.737,0.090,0.162,28-May-2008 10:24:14 AM, 0.009,,1.356,2.444,1,6
270102, CL, +34.916139871, -79.660503896, 321.294, 425068.205, 1801999.948, 424.695, 15.737,0.128,0.231,28-May-2008 10:24:15 AM, 0.007,,1.356,2.444,1,6
270103, CL, +34.916157723, -79.660475302, 321.431, 425074.645, 1802008.563, 424.832, 15.737,0.091,0.164,28-May-2008 10:24:16 AM, 0.010,,1.356,2.444,1,6
270104, CL, +34.916179458, -79.660440693, 321.478, 425082.486, 1802018.990, 424.880, 15.737,0.080,0.144,28-May-2008 10:24:17 AM, 0.007,,1.356,2.444,1,6
270105, CL, +34.916199280, -79.660409477, 321.406, 425089.637, 1802028.396, 424.808, 15.737,0.087,0.157,28-May-2008 10:24:18 AM, 0.006,,1.356,2.443,1,6
270106, CL, +34.916218786, -79.660378262, 321.404, 425096.674, 1802037.800, 424.807, 15.737,0.050,0.091,28-May-2008 10:24:19 AM, 0.007,,1.356,2.443,1,6
270107, CL, +34.916238295, -79.660347373, 321.400, 425103.712, 1802047.107, 424.803, 15.737,0.045,0.080,28-May-2008 10:24:20 AM, 0.004,,1.356,2.443,1,6
270108, CL, +34.916257967, -79.660316588, 321.338, 425110.810, 1802056.383, 424.741, 15.737,0.016,0.029,28-May-2008 10:24:21 AM, 0.003,,1.356,2.443,1,6
270109, CL, +34.916277107, -79.660285780, 321.392, 425117.714, 1802065.665, 424.794, 15.737,0.046,0.082,28-May-2008 10:24:22 AM, 0.001,,1.356,2.443,1,6
270110, CL, +34.916296106, -79.660255848, 321.343, 425124.568, 1802074.683, 424.746, 15.737,0.018,0.033,28-May-2008 10:24:23 AM, 0.003,,1.355,2.443,1,6
270111, CL, +34.916315146, -79.660226105, 321.395, 425131.438, 1802083.645, 424.798, 15.737,0.043,0.078,28-May-2008 10:24:24 AM, 0.001,,1.355,2.443,1,6
270112, CL, +34.916334181, -79.660196380, 321.349, 425138.306, 1802092.602, 424.753, 15.737,0.033,0.060,28-May-2008 10:24:25 AM, 0.003,,1.355,2.443,1,6
270113, CL, +34.916352940, -79.660166205, 321.421, 425145.073, 1802101.693, 424.825, 15.737,0.038,0.068,28-May-2008 10:24:26 AM, 0.003,,1.355,2.443,1,6
270114, CL, +34.916371853, -79.660136348, 321.456, 425151.896, 1802110.689, 424.860, 15.737,0.069,0.124,28-May-2008 10:24:27 AM, 0.003,,1.355,2.443,1,6
270115, CL, +34.916390891, -79.660106722, 321.433, 425158.766, 1802119.616, 424.837, 15.737,0.032,0.058,28-May-2008 10:24:28 AM, 0.005,,1.355,2.442,1,6
270116, CL, +34.916409623, -79.660077136, 321.486, 425165.524, 1802128.530, 424.890, 15.737,0.036,0.064,28-May-2008 10:24:29 AM, 0.002,,1.355,2.442,1,6
270117, CL, +34.916427977, -79.660047766, 321.566, 425172.145, 1802137.378, 424.971, 15.737,0.062,0.112,28-May-2008 10:24:30 AM, 0.003,,1.355,2.442,1,6
270118, CL, +34.916446304, -79.660018935, 321.579, 425178.757, 1802146.065, 424.984, 15.737,0.022,0.040,28-May-2008 10:24:31 AM, 0.005,,1.355,2.442,1,6
270119, CL, +34.916464350, -79.659990283, 321.614, 425185.267, 1802154.698, 425.019, 15.737,0.064,0.115,28-May-2008 10:24:32 AM, 0.002,,1.355,2.442,1,6
270120, CL, +34.916482025, -79.659961711, 321.583, 425191.643, 1802163.305, 424.988, 15.737,0.072,0.129,28-May-2008 10:24:33 AM, 0.005,,1.355,2.442,1,6
270121, CL, +34.916500009, -79.659933657, 321.589, 425198.131, 1802171.758, 424.995, 15.737,0.072,0.130,28-May-2008 10:24:34 AM, 0.005,,1.355,2.442,1,6
270122, CL, +34.916517986, -79.659905712, 321.629, 425204.618, 1802180.179, 425.035, 15.737,0.062,0.111,28-May-2008 10:24:35 AM, 0.005,,1.355,2.442,1,6
270123, CL, +34.916535502, -79.659877625, 321.664, 425210.937, 1802188.641, 425.070, 15.737,0.039,0.070,28-May-2008 10:24:36 AM, 0.005,,1.355,2.442,1,6
270124, CL, +34.916552787, -79.659849337, 321.668, 425217.171, 1802197.162, 425.074, 15.737,0.058,0.104,28-May-2008 10:24:37 AM, 0.003,,1.355,2.441,1,6
270125, CL, +34.916570609, -79.659821518, 321.615, 425223.601, 1802205.545, 425.021, 15.737,0.027,0.049,28-May-2008 10:24:38 AM, 0.004,,1.355,2.441,1,6
270126, CL, +34.916588692, -79.659793487, 321.671, 425230.126, 1802213.991, 425.078, 15.737,0.047,0.084,28-May-2008 10:24:39 AM, 0.002,,1.355,2.441,1,6
270127, CL, +34.916606483, -79.659765179, 321.681, 425236.544, 1802222.520, 425.087, 15.737,0.043,0.067,28-May-2008 10:24:40 AM, 0.004,,1.243,1.947,1,7
270128, CL, +34.916624104, -79.659736783, 321.741, 425242.900, 1802231.075, 425.148, 15.737,0.067,0.105,28-May-2008 10:24:41 AM, 0.003,,1.243,1.946,1,7
270129, CL, +34.916641753, -79.659708473, 321.636, 425249.267, 1802239.604, 425.043, 15.737,0.072,0.112,28-May-2008 10:24:42 AM, 0.005,,1.243,1.946,1,7
270130, CL, +34.916659846, -79.659680795, 321.717, 425255.796, 1802247.944, 425.123, 15.737,0.068,0.107,28-May-2008 10:24:43 AM, 0.006,,1.242,1.946,1,7
270131, CL, +34.916677582, -79.659653310, 321.760, 425262.196, 1802256.226, 425.167, 15.737,0.020,0.031,28-May-2008 10:24:44 AM, 0.006,,1.242,1.946,1,7
270132, CL, +34.916694692, -79.659625876, 321.778, 425268.368, 1802264.491, 425.185, 15.737,0.031,0.049,28-May-2008 10:24:45 AM, 0.002,,1.242,1.946,1,7
270133, CL, +34.916711641, -79.659598748, 321.953, 425274.482, 1802272.664, 425.360, 15.737,0.029,0.045,28-May-2008 10:24:46 AM, 0.003,,1.242,1.945,1,7
270134, CL, +34.916728660, -79.659572276, 321.862, 425280.623, 1802280.641, 425.269, 15.737,0.026,0.041,28-May-2008 10:24:47 AM, 0.002,,1.242,1.945,1,7
270135, CL, +34.916762373, -79.659520417, 321.962, 425292.789, 1802296.268, 425.370, 15.737,0.051,0.079,28-May-2008 10:24:49 AM, 0.002,,1.242,1.945,1,7
270136, CL, +34.916794933, -79.659469215, 322.013, 425304.536, 1802311.695, 425.422, 15.737,0.030,0.048,28-May-2008 10:24:51 AM, 0.005,,1.241,1.944,1,7
270137, CL, +34.916827630, -79.659419030, 321.998, 425316.336, 1802326.818, 425.407, 15.737,0.039,0.061,28-May-2008 10:24:53 AM, 0.003,,1.241,1.944,1,7
270138, CL, +34.916857586, -79.659373839, 321.930, 425327.147, 1802340.437, 425.339, 15.737,0.034,0.053,28-May-2008 10:24:55 AM, 0.004,,1.241,1.944,1,7
270139, CL, +34.916883617, -79.659336076, 321.885, 425336.546, 1802351.820, 425.294, 15.737,0.066,0.103,28-May-2008 10:24:57 AM, 0.005,,1.241,1.943,1,7
270140, CL, +34.916906317, -79.659303650, 321.919, 425344.742, 1802361.595, 425.328, 15.737,0.036,0.056,28-May-2008 10:24:59 AM, 0.005,,1.241,1.943,1,7
pt5y, WD, +34.915742651, -79.661131085, 321.012, 424924.899, 1801810.975, 424.409, 15.737,0.021,0.035,28-May-2008 10:26:49 AM, 0.002,2.484,1.260,2.141,5,7
280001, CL, +34.914232706, -79.663604017, 321.341, 424380.340, 1801065.995, 424.721, 15.737,0.060,0.094,28-May-2008 10:30:45 AM, 0.004,,0.935,1.454,1,9
280002, CL, +34.914255218, -79.663562084, 321.371, 424388.449, 1801078.621, 424.751, 15.737,0.029,0.045,28-May-2008 10:30:47 AM, 0.004,,0.935,1.453,1,9
280003, CL, +34.914284671, -79.663510165, 321.382, 424399.063, 1801094.256, 424.763, 15.737,0.023,0.036,28-May-2008 10:30:49 AM, 0.004,,0.935,1.453,1,9
280004, CL, +34.914302897, -79.663480369, 321.369, 424405.636, 1801103.233, 424.750, 15.737,0.029,0.049,28-May-2008 10:30:50 AM, 0.003,,1.062,1.751,1,8
280005, CL, +34.914322555, -79.663449983, 321.362, 424412.730, 1801112.389, 424.743, 15.737,0.021,0.034,28-May-2008 10:30:51 AM, 0.003,,1.062,1.751,1,8
280006, CL, +34.914342157, -79.663419147, 321.316, 424419.801, 1801121.681, 424.698, 15.737,0.020,0.032,28-May-2008 10:30:52 AM, 0.002,,1.062,1.751,1,8
280007, CL, +34.914361910, -79.663388192, 321.289, 424426.928, 1801131.008, 424.671, 15.737,0.026,0.043,28-May-2008 10:30:53 AM, 0.002,,1.062,1.750,1,8
280008, CL, +34.914381930, -79.663357321, 321.253, 424434.152, 1801140.311, 424.635, 15.737,0.020,0.032,28-May-2008 10:30:54 AM, 0.002,,1.062,1.750,1,8
280009, CL, +34.914401791, -79.663326388, 321.163, 424441.318, 1801149.632, 424.545, 15.737,0.019,0.032,28-May-2008 10:30:55 AM, 0.002,,1.062,1.750,1,8
280010, CL, +34.914421048, -79.663295620, 321.098, 424448.264, 1801158.903, 424.481, 15.737,0.028,0.046,28-May-2008 10:30:56 AM, 0.002,,1.061,1.750,1,8
280011, CL, +34.914440080, -79.663264844, 321.129, 424455.129, 1801168.175, 424.512, 15.737,0.027,0.045,28-May-2008 10:30:57 AM, 0.003,,1.061,1.750,1,8
280012, CL, +34.914459327, -79.663234218, 321.080, 424462.072, 1801177.403, 424.462, 15.737,0.041,0.068,28-May-2008 10:30:58 AM, 0.003,,1.061,1.750,1,8
280013, CL, +34.914478853, -79.663203711, 320.977, 424469.117, 1801186.595, 424.360, 15.737,0.041,0.067,28-May-2008 10:30:59 AM, 0.004,,1.061,1.750,1,8
280014, CL, +34.914498298, -79.663172894, 320.959, 424476.131, 1801195.880, 424.342, 15.737,0.044,0.072,28-May-2008 10:31:00 AM, 0.004,,1.061,1.750,1,8
280015, CL, +34.914517603, -79.663141559, 320.933, 424483.094, 1801205.321, 424.317, 15.737,0.050,0.082,28-May-2008 10:31:01 AM, 0.004,,1.061,1.749,1,8
280016, CL, +34.914537379, -79.663110414, 320.936, 424490.229, 1801214.706, 424.319, 15.737,0.046,0.076,28-May-2008 10:31:02 AM, 0.005,,1.061,1.749,1,8
280017, CL, +34.914557347, -79.663079582, 320.841, 424497.434, 1801223.996, 424.225, 15.737,0.034,0.056,28-May-2008 10:31:03 AM, 0.004,,1.061,1.749,1,8
280018, CL, +34.914577095, -79.663048308, 320.742, 424504.558, 1801233.420, 424.126, 15.737,0.038,0.063,28-May-2008 10:31:04 AM, 0.003,,1.061,1.749,1,8
280019, CL, +34.914596737, -79.663016589, 320.637, 424511.643, 1801242.976, 424.021, 15.737,0.034,0.056,28-May-2008 10:31:05 AM, 0.004,,1.061,1.749,1,8
280020, CL, +34.914616799, -79.662985355, 320.660, 424518.881, 1801252.388, 424.045, 15.737,0.038,0.063,28-May-2008 10:31:06 AM, 0.003,,1.061,1.749,1,8
280021, CL, +34.914636703, -79.662954002, 320.580, 424526.062, 1801261.835, 423.965, 15.737,0.044,0.073,28-May-2008 10:31:07 AM, 0.004,,1.061,1.749,1,8
280022, CL, +34.914656501, -79.662922551, 320.582, 424533.204, 1801271.311, 423.967, 15.737,0.044,0.073,28-May-2008 10:31:08 AM, 0.004,,1.061,1.749,1,8
280023, CL, +34.914676570, -79.662891278, 320.585, 424540.445, 1801280.735, 423.970, 15.737,0.037,0.061,28-May-2008 10:31:09 AM, 0.004,,1.061,1.748,1,8
280024, CL, +34.914696370, -79.662859993, 320.519, 424547.588, 1801290.161, 423.904, 15.737,0.030,0.050,28-May-2008 10:31:10 AM, 0.004,,1.061,1.748,1,8
280025, CL, +34.914715532, -79.662829181, 320.537, 424554.500, 1801299.444, 423.922, 15.737,0.030,0.049,28-May-2008 10:31:11 AM, 0.003,,1.061,1.748,1,8
280026, CL, +34.914734093, -79.662799984, 320.471, 424561.197, 1801308.242, 423.856, 15.737,0.031,0.051,28-May-2008 10:31:12 AM, 0.003,,1.061,1.748,1,8
280027, CL, +34.914751282, -79.662773180, 320.325, 424567.398, 1801316.319, 423.711, 15.737,0.023,0.040,28-May-2008 10:31:13 AM, 0.003,,1.094,1.885,1,7
280028, CL, +34.914779224, -79.662728448, 320.371, 424577.478, 1801329.796, 423.757, 15.737,0.068,0.117,28-May-2008 10:31:15 AM, 0.003,,1.094,1.885,1,7
280029, CL, +34.914797234, -79.662699732, 320.355, 424583.974, 1801338.448, 423.742, 15.737,0.028,0.049,28-May-2008 10:31:18 AM, 0.003,,1.094,1.885,1,7
280030, CL, +34.914819182, -79.662665575, 320.390, 424591.893, 1801348.741, 423.777, 15.737,0.026,0.042,28-May-2008 10:31:42 AM, 0.004,,1.059,1.744,1,8
280031, CL, +34.914842847, -79.662627960, 320.402, 424600.430, 1801360.074, 423.789, 15.737,0.032,0.054,28-May-2008 10:31:44 AM, 0.005,,1.093,1.883,1,7
280032, CL, +34.914872432, -79.662580789, 320.420, 424611.103, 1801374.286, 423.808, 15.737,0.041,0.071,28-May-2008 10:31:46 AM, 0.004,,1.093,1.883,1,7
280033, CL, +34.914905290, -79.662528222, 320.335, 424622.955, 1801390.124, 423.723, 15.737,0.038,0.066,28-May-2008 10:31:48 AM, 0.006,,1.093,1.883,1,7
280034, CL, +34.914922722, -79.662500896, 320.392, 424629.245, 1801398.358, 423.780, 15.737,0.045,0.077,28-May-2008 10:31:49 AM, 0.004,,1.093,1.883,1,7
280035, CL, +34.914940680, -79.662472999, 320.399, 424635.724, 1801406.765, 423.787, 15.737,0.051,0.088,28-May-2008 10:31:50 AM, 0.004,,1.093,1.883,1,7
280036, CL, +34.914958712, -79.662444129, 320.330, 424642.229, 1801415.463, 423.718, 15.737,0.039,0.068,28-May-2008 10:31:51 AM, 0.005,,1.093,1.883,1,7
280037, CL, +34.914977007, -79.662414406, 320.375, 424648.827, 1801424.417, 423.763, 15.737,0.047,0.081,28-May-2008 10:31:52 AM, 0.004,,1.093,1.883,1,7
280038, CL, +34.914996425, -79.662384308, 320.391, 424655.834, 1801433.487, 423.779, 15.737,0.032,0.056,28-May-2008 10:31:53 AM, 0.004,,1.093,1.883,1,7
280039, CL, +34.915016250, -79.662353535, 320.420, 424662.987, 1801442.760, 423.809, 15.737,0.028,0.049,28-May-2008 10:31:54 AM, 0.003,,1.093,1.883,1,7
280040, CL, +34.915036011, -79.662321936, 320.375, 424670.115, 1801452.280, 423.764, 15.737,0.023,0.040,28-May-2008 10:31:55 AM, 0.003,,1.093,1.882,1,7
280041, CL, +34.915056186, -79.662290153, 320.443, 424677.394, 1801461.857, 423.832, 15.737,0.043,0.073,28-May-2008 10:31:56 AM, 0.002,,1.092,1.882,1,7
280042, CL, +34.915076661, -79.662258512, 320.484, 424684.782, 1801471.392, 423.873, 15.737,0.021,0.035,28-May-2008 10:31:57 AM, 0.004,,1.092,1.882,1,7
280043, CL, +34.915096698, -79.662226660, 320.488, 424692.010, 1801480.989, 423.877, 15.737,0.029,0.050,28-May-2008 10:31:58 AM, 0.002,,1.092,1.882,1,7
280044, CL, +34.915116534, -79.662195008, 320.548, 424699.166, 1801490.525, 423.938, 15.737,0.023,0.039,28-May-2008 10:31:59 AM, 0.003,,1.092,1.882,1,7
280045, CL, +34.915136423, -79.662163892, 320.571, 424706.342, 1801499.901, 423.960, 15.737,0.034,0.059,28-May-2008 10:32:00 AM, 0.002,,1.092,1.882,1,7
280046, CL, +34.915155915, -79.662133023, 320.640, 424713.373, 1801509.202, 424.030, 15.737,0.049,0.084,28-May-2008 10:32:01 AM, 0.003,,1.092,1.882,1,7
280047, CL, +34.915175126, -79.662102121, 320.664, 424720.303, 1801518.512, 424.054, 15.737,0.050,0.086,28-May-2008 10:32:02 AM, 0.005,,1.092,1.882,1,7
280048, CL, +34.915194478, -79.662071614, 320.676, 424727.284, 1801527.704, 424.067, 15.737,0.055,0.096,28-May-2008 10:32:03 AM, 0.005,,1.092,1.882,1,7
280049, CL, +34.915215861, -79.662038204, 320.720, 424735.000, 1801537.771, 424.111, 15.737,0.056,0.096,28-May-2008 10:32:04 AM, 0.005,,1.092,1.882,1,7
280050, CL, +34.915233137, -79.662010734, 320.691, 424741.232, 1801546.048, 424.082, 15.737,0.050,0.087,28-May-2008 10:32:05 AM, 0.005,,1.092,1.882,1,7
280051, CL, +34.915254241, -79.661977092, 320.591, 424748.845, 1801556.184, 423.982, 15.737,0.041,0.071,28-May-2008 10:32:06 AM, 0.005,,1.092,1.882,1,7
280052, CL, +34.915273748, -79.661946701, 320.687, 424755.883, 1801565.342, 424.079, 15.737,0.032,0.055,28-May-2008 10:32:07 AM, 0.004,,1.092,1.882,1,7
280053, CL, +34.915291260, -79.661919056, 320.682, 424762.201, 1801573.671, 424.074, 15.737,0.040,0.070,28-May-2008 10:32:08 AM, 0.003,,1.092,1.882,1,7
280054, CL, +34.915312817, -79.661885209, 320.736, 424769.979, 1801583.870, 424.128, 15.737,0.038,0.065,28-May-2008 10:32:09 AM, 0.004,,1.092,1.882,1,7
280055, CL, +34.915330531, -79.661857488, 320.732, 424776.370, 1801592.223, 424.124, 15.737,0.029,0.049,28-May-2008 10:32:10 AM, 0.004,,1.092,1.881,1,7
280056, CL, +34.915352033, -79.661823579, 320.766, 424784.127, 1801602.440, 424.158, 15.737,0.044,0.076,28-May-2008 10:32:11 AM, 0.003,,1.092,1.881,1,7
280057, CL, +34.915371597, -79.661792430, 320.805, 424791.184, 1801611.825, 424.197, 15.737,0.024,0.042,28-May-2008 10:32:12 AM, 0.004,,1.092,1.881,1,7
280058, CL, +34.915391538, -79.661761495, 320.746, 424798.380, 1801621.147, 424.138, 15.737,0.044,0.075,28-May-2008 10:32:13 AM, 0.002,,1.092,1.881,1,7
280059, CL, +34.915411349, -79.661730372, 320.817, 424805.527, 1801630.524, 424.209, 15.737,0.025,0.043,28-May-2008 10:32:14 AM, 0.004,,1.092,1.881,1,7
280060, CL, +34.915430987, -79.661698873, 320.849, 424812.611, 1801640.014, 424.242, 15.737,0.040,0.069,28-May-2008 10:32:15 AM, 0.002,,1.092,1.881,1,7
280061, CL, +34.915451013, -79.661667414, 320.841, 424819.836, 1801649.493, 424.234, 15.737,0.038,0.065,28-May-2008 10:32:16 AM, 0.004,,1.092,1.881,1,7
280062, CL, +34.915471152, -79.661636142, 320.914, 424827.103, 1801658.917, 424.308, 15.737,0.022,0.038,28-May-2008 10:32:17 AM, 0.004,,1.092,1.881,1,7
280063, CL, +34.915490564, -79.661604833, 320.846, 424834.105, 1801668.349, 424.239, 15.737,0.025,0.043,28-May-2008 10:32:18 AM, 0.002,,1.091,1.881,1,7
280064, CL, +34.915510000, -79.661573951, 320.812, 424841.116, 1801677.654, 424.206, 15.737,0.030,0.052,28-May-2008 10:32:19 AM, 0.002,,1.091,1.881,1,7
280065, CL, +34.915529543, -79.661543521, 320.881, 424848.167, 1801686.823, 424.275, 15.737,0.043,0.075,28-May-2008 10:32:20 AM, 0.003,,1.091,1.881,1,7
280066, CL, +34.915548847, -79.661513196, 320.859, 424855.132, 1801695.961, 424.253, 15.737,0.041,0.071,28-May-2008 10:32:21 AM, 0.004,,1.091,1.881,1,7
280067, CL, +34.915567786, -79.661483036, 320.963, 424861.964, 1801705.047, 424.358, 15.737,0.039,0.067,28-May-2008 10:32:22 AM, 0.004,,1.091,1.881,1,7
280068, CL, +34.915586997, -79.661453256, 320.998, 424868.896, 1801714.021, 424.393, 15.737,0.038,0.065,28-May-2008 10:32:23 AM, 0.004,,1.091,1.881,1,7
280069, CL, +34.915606086, -79.661423480, 320.954, 424875.784, 1801722.993, 424.349, 15.737,0.024,0.041,28-May-2008 10:32:24 AM, 0.004,,1.091,1.881,1,7
280070, CL, +34.915625046, -79.661393296, 320.984, 424882.623, 1801732.088, 424.379, 15.737,0.040,0.070,28-May-2008 10:32:25 AM, 0.002,,1.091,1.880,1,7
280071, CL, +34.915644234, -79.661363024, 320.926, 424889.546, 1801741.209, 424.321, 15.737,0.039,0.067,28-May-2008 10:32:26 AM, 0.004,,1.091,1.880,1,7
280072, CL, +34.915663865, -79.661332818, 320.978, 424896.630, 1801750.311, 424.374, 15.737,0.035,0.060,28-May-2008 10:32:27 AM, 0.004,,1.091,1.880,1,7
280073, CL, +34.915683017, -79.661302066, 321.083, 424903.538, 1801759.576, 424.479, 15.737,0.045,0.078,28-May-2008 10:32:28 AM, 0.003,,1.091,1.880,1,7
280074, CL, +34.915702275, -79.661271264, 321.048, 424910.485, 1801768.856, 424.443, 15.737,0.055,0.095,28-May-2008 10:32:29 AM, 0.004,,1.091,1.880,1,7
280075, CL, +34.915722216, -79.661240600, 321.016, 424917.681, 1801778.097, 424.412, 15.737,0.042,0.073,28-May-2008 10:32:30 AM, 0.005,,1.091,1.880,1,7
280076, CL, +34.915741978, -79.661209572, 321.040, 424924.811, 1801787.446, 424.437, 15.737,0.040,0.069,28-May-2008 10:32:31 AM, 0.004,,1.091,1.880,1,7
280077, CL, +34.915761286, -79.661178064, 321.094, 424931.775, 1801796.938, 424.490, 15.737,0.050,0.086,28-May-2008 10:32:32 AM, 0.004,,1.091,1.880,1,7
280078, CL, +34.915781237, -79.661146998, 321.108, 424938.973, 1801806.299, 424.504, 15.737,0.081,0.139,28-May-2008 10:32:33 AM, 0.005,,1.091,1.880,1,7
280079, CL, +34.915801473, -79.661115826, 321.118, 424946.275, 1801815.692, 424.515, 15.737,0.044,0.077,28-May-2008 10:32:34 AM, 0.008,,1.091,1.880,1,7
280080, CL, +34.915820927, -79.661083866, 321.114, 424953.291, 1801825.320, 424.511, 15.737,0.048,0.082,28-May-2008 10:32:35 AM, 0.004,,1.091,1.880,1,7
280081, CL, +34.915840699, -79.661052617, 321.233, 424960.425, 1801834.735, 424.631, 15.737,0.030,0.051,28-May-2008 10:32:36 AM, 0.004,,1.091,1.880,1,7
280082, CL, +34.915860619, -79.661022414, 321.184, 424967.614, 1801843.837, 424.581, 15.737,0.064,0.110,28-May-2008 10:32:37 AM, 0.003,,1.091,1.880,1,7
