name, fCode, lati,long,ellHt,northing,easting,elev,antHt, horizPrec , vertPrec ,startTime,RMS,,,,NumPos,minSVs
480059, CL,34.9147126,-79.66436826,319.425,424556.516,1800838.065,422.794,15.737,0.079,0.128,5/27/08 14:46,0.004,,,,1,7
480060, CL,34.91473905,-79.66432606,319.448,424566.057,1800850.78,422.817,15.737,0.054,0.087,5/27/08 14:46,0.005,,,,1,7
480061, CL,34.9147685,-79.66427985,319.493,424576.683,1800864.704,422.863,15.737,0.064,0.102,5/27/08 14:46,0.004,,,,1,7
480062, CL,34.91479233,-79.66424162,319.533,424585.278,1800876.222,422.903,15.737,0.055,0.088,5/27/08 14:46,0.004,,,,1,7
480063, CL,34.91481918,-79.66419958,319.532,424594.965,1800888.889,422.902,15.737,0.055,0.089,5/27/08 14:46,0.004,,,,1,7
480064, CL,34.91484592,-79.66415736,319.516,424604.613,1800901.611,422.886,15.737,0.048,0.076,5/27/08 14:46,0.004,,,,1,7
480065, CL,34.91487252,-79.66411478,319.515,424614.207,1800914.439,422.886,15.737,0.057,0.092,5/27/08 14:46,0.003,,,,1,7
480066, CL,34.91489959,-79.66407252,319.526,424623.974,1800927.175,422.897,15.737,0.037,0.059,5/27/08 14:46,0.004,,,,1,7
480067, CL,34.91492614,-79.66402981,319.541,424633.55,1800940.041,422.913,15.737,0.07,0.112,5/27/08 14:46,0.003,,,,1,7
480068, CL,34.91495323,-79.66398757,319.571,424643.323,1800952.771,422.943,15.737,0.045,0.072,5/27/08 14:46,0.005,,,,1,7
480069, CL,34.91497989,-79.66394486,319.584,424652.94,1800965.638,422.956,15.737,0.044,0.07,5/27/08 14:46,0.003,,,,1,7
480070, CL,34.91500696,-79.66390233,319.715,424662.709,1800978.454,423.087,15.737,0.081,0.129,5/27/08 14:46,0.003,,,,1,7
480071, CL,34.91503411,-79.66386016,319.66,424672.502,1800991.162,423.032,15.737,0.074,0.12,5/27/08 14:46,0.006,,,,1,7
480072, CL,34.91506068,-79.66381718,319.711,424682.087,1801004.109,423.084,15.737,0.056,0.091,5/27/08 14:46,0.005,,,,1,7
480073, CL,34.91508798,-79.66377503,319.718,424691.936,1801016.811,423.091,15.737,0.041,0.067,5/27/08 14:46,0.004,,,,1,7
480074, CL,34.91511462,-79.6637322,319.683,424701.545,1801029.717,423.057,15.737,0.059,0.094,5/27/08 14:47,0.003,,,,1,7
480075, CL,34.91514177,-79.66368973,319.804,424711.342,1801042.513,423.178,15.737,0.056,0.089,5/27/08 14:47,0.004,,,,1,7
480076, CL,34.91516889,-79.6636472,319.791,424721.125,1801055.327,423.165,15.737,0.066,0.106,5/27/08 14:47,0.004,,,,1,7
480077, CL,34.91519561,-79.66360409,319.807,424730.766,1801068.316,423.181,15.737,0.086,0.186,5/27/08 14:47,0.005,,,,1,6
480078, CL,34.91522326,-79.66356165,319.864,424740.743,1801081.106,423.239,15.737,0.064,0.139,5/27/08 14:47,0.006,,,,1,6
480079, CL,34.91525013,-79.66351844,319.862,424750.434,1801094.125,423.237,15.737,0.08,0.174,5/27/08 14:47,0.004,,,,1,6
480080, CL,34.91527755,-79.66347562,319.834,424760.327,1801107.027,423.21,15.737,0.073,0.159,5/27/08 14:47,0.005,,,,1,6
480081, CL,34.91530489,-79.66343246,319.828,424770.191,1801120.031,423.204,15.737,0.05,0.108,5/27/08 14:47,0.005,,,,1,6
480082, CL,34.91533219,-79.66338916,319.896,424780.038,1801133.077,423.271,15.737,0.072,0.156,5/27/08 14:47,0.003,,,,1,6
480083, CL,34.91535991,-79.66334618,319.836,424790.039,1801146.031,423.213,15.737,0.062,0.135,5/27/08 14:47,0.005,,,,1,6
480084, CL,34.91538697,-79.66330268,319.912,424799.799,1801159.136,423.289,15.737,0.064,0.138,5/27/08 14:47,0.004,,,,1,6
480085, CL,34.91541459,-79.66325948,319.923,424809.766,1801172.154,423.3,15.737,0.062,0.134,5/27/08 14:47,0.004,,,,1,6
480086, CL,34.91544186,-79.66321608,319.906,424819.604,1801185.228,423.283,15.737,0.063,0.137,5/27/08 14:47,0.004,,,,1,6
480087, CL,34.91547203,-79.66316829,320.007,424830.486,1801199.627,423.384,15.737,0.062,0.134,5/27/08 14:47,0.004,,,,1,6
480088, CL,34.91549933,-79.66312511,319.996,424840.335,1801212.638,423.374,15.737,0.07,0.151,5/27/08 14:47,0.004,,,,1,6
480089, CL,34.91552648,-79.66308181,320.014,424850.128,1801225.684,423.392,15.737,0.081,0.174,5/27/08 14:47,0.004,,,,1,6
480090, CL,34.91555393,-79.66303876,320.039,424860.032,1801238.658,423.417,15.737,0.065,0.141,5/27/08 14:47,0.005,,,,1,6
480091, CL,34.91558075,-79.66299502,320.086,424869.705,1801251.832,423.465,15.737,0.094,0.203,5/27/08 14:47,0.004,,,,1,6
480092, CL,34.91560803,-79.66295193,320.063,424879.546,1801264.816,423.442,15.737,0.065,0.14,5/27/08 14:47,0.006,,,,1,6
480093, CL,34.91563527,-79.66290906,320.109,424889.376,1801277.733,423.488,15.737,0.063,0.136,5/27/08 14:47,0.004,,,,1,6
480094, CL,34.91566261,-79.6628661,320.089,424899.239,1801290.679,423.468,15.737,0.061,0.131,5/27/08 14:47,0.004,,,,1,6
480095, CL,34.91568996,-79.66282321,320.103,424909.107,1801303.603,423.483,15.737,0.055,0.12,5/27/08 14:47,0.004,,,,1,6
480096, CL,34.9157168,-79.66277968,320.168,424918.786,1801316.718,423.548,15.737,0.066,0.142,5/27/08 14:47,0.004,,,,1,6
480097, CL,34.91574454,-79.66273738,320.135,424928.799,1801329.465,423.516,15.737,0.064,0.137,5/27/08 14:47,0.004,,,,1,6
480098, CL,34.91577093,-79.66269393,320.259,424938.313,1801342.554,423.64,15.737,0.042,0.091,5/27/08 14:47,0.004,,,,1,6
480099, CL,34.91579825,-79.66265152,320.248,424948.17,1801355.334,423.629,15.737,0.053,0.115,5/27/08 14:47,0.003,,,,1,6
480100, CL,34.91582502,-79.66260897,320.358,424957.828,1801368.151,423.74,15.737,0.06,0.129,5/27/08 14:47,0.003,,,,1,6
480101, CL,34.91585157,-79.66256651,320.385,424967.407,1801380.945,423.766,15.737,0.068,0.147,5/27/08 14:47,0.004,,,,1,6
480102, CL,34.91587851,-79.66252452,320.406,424977.127,1801393.598,423.787,15.737,0.079,0.171,5/27/08 14:47,0.004,,,,1,6
480103, CL,34.91590498,-79.66248228,320.457,424986.674,1801406.325,423.839,15.737,0.048,0.104,5/27/08 14:47,0.005,,,,1,6
480104, CL,34.91593171,-79.66244029,320.567,424996.317,1801418.976,423.949,15.737,0.054,0.117,5/27/08 14:47,0.003,,,,1,6
480105, CL,34.91595832,-79.66239831,320.59,425005.917,1801431.625,423.972,15.737,0.062,0.135,5/27/08 14:47,0.003,,,,1,6
480106, CL,34.91598481,-79.66235637,320.693,425015.475,1801444.263,424.076,15.737,0.073,0.158,5/27/08 14:47,0.004,,,,1,6
480107, CL,34.91601154,-79.6623146,320.589,425025.118,1801456.847,423.972,15.737,0.067,0.145,5/27/08 14:47,0.005,,,,1,6
480108, CL,34.91603778,-79.66227249,320.738,425034.584,1801469.534,424.122,15.737,0.083,0.179,5/27/08 14:47,0.004,,,,1,6
480109, CL,34.91606446,-79.66223075,320.766,425044.211,1801482.111,424.15,15.737,0.075,0.161,5/27/08 14:47,0.005,,,,1,6
480110, CL,34.91609093,-79.66218877,320.864,425053.758,1801494.762,424.248,15.737,0.064,0.138,5/27/08 14:47,0.005,,,,1,6
480111, CL,34.91611746,-79.66214681,320.888,425063.332,1801507.402,424.272,15.737,0.09,0.195,5/27/08 14:47,0.004,,,,1,6
480112, CL,34.91614412,-79.66210501,320.901,425072.951,1801519.998,424.285,15.737,0.055,0.118,5/27/08 14:47,0.006,,,,1,6
480113, CL,34.91617051,-79.66206279,320.872,425082.467,1801532.718,424.257,15.737,0.061,0.132,5/27/08 14:47,0.004,,,,1,6
480114, CL,34.91619731,-79.66202089,320.944,425092.139,1801545.345,424.329,15.737,0.067,0.144,5/27/08 14:47,0.004,,,,1,6
480115, CL,34.91622384,-79.66197864,320.951,425101.71,1801558.072,424.336,15.737,0.074,0.16,5/27/08 14:47,0.004,,,,1,6
480116, CL,34.9162506,-79.66193653,320.934,425111.361,1801570.763,424.32,15.737,0.062,0.132,5/27/08 14:47,0.005,,,,1,6
480117, CL,34.91627751,-79.66189444,320.887,425121.073,1801583.443,424.273,15.737,0.067,0.144,5/27/08 14:47,0.004,,,,1,6
480118, CL,34.91630415,-79.66185198,320.96,425130.681,1801596.237,424.346,15.737,0.061,0.131,5/27/08 14:47,0.004,,,,1,6
480119, CL,34.91633389,-79.6618055,320.972,425141.414,1801610.241,424.359,15.737,0.042,0.09,5/27/08 14:47,0.004,,,,1,6
480120, CL,34.91635797,-79.66176711,320.999,425150.1,1801621.809,424.386,15.737,0.057,0.123,5/27/08 14:47,0.003,,,,1,6
480121, CL,34.91638502,-79.6617247,321.09,425159.858,1801634.588,424.477,15.737,0.061,0.132,5/27/08 14:47,0.004,,,,1,6
480122, CL,34.91641199,-79.66168206,321.062,425169.588,1801647.435,424.449,15.737,0.067,0.145,5/27/08 14:47,0.004,,,,1,6
480123, CL,34.91643896,-79.66163917,321.123,425179.317,1801660.356,424.51,15.737,0.068,0.145,5/27/08 14:47,0.004,,,,1,6
480124, CL,34.91646634,-79.66159671,321.107,425189.198,1801673.15,424.495,15.737,0.065,0.139,5/27/08 14:47,0.004,,,,1,6
480125, CL,34.91649328,-79.66155363,321.181,425198.914,1801686.13,424.57,15.737,0.079,0.17,5/27/08 14:47,0.004,,,,1,6
480126, CL,34.91652076,-79.66151091,321.237,425208.829,1801699.004,424.625,15.737,0.093,0.199,5/27/08 14:47,0.005,,,,1,6
480127, CL,34.91654791,-79.66146777,321.206,425218.626,1801712,424.595,15.737,0.073,0.156,5/27/08 14:47,0.006,,,,1,6
480128, CL,34.91657527,-79.6614246,321.212,425228.494,1801725.009,424.601,15.737,0.061,0.13,5/27/08 14:47,0.005,,,,1,6
480129, CL,34.91660289,-79.66138138,321.219,425238.462,1801738.03,424.608,15.737,0.082,0.176,5/27/08 14:47,0.004,,,,1,6
480130, CL,34.91663006,-79.66133761,321.258,425248.262,1801751.218,424.648,15.737,0.048,0.102,5/27/08 14:47,0.005,,,,1,6
480131, CL,34.9166582,-79.66129444,321.202,425258.416,1801764.227,424.592,15.737,0.054,0.115,5/27/08 14:47,0.003,,,,1,6
480132, CL,34.91668538,-79.66125035,321.186,425268.218,1801777.508,424.577,15.737,0.064,0.138,5/27/08 14:47,0.003,,,,1,6
480133, CL,34.91671337,-79.66120699,321.274,425278.32,1801790.574,424.664,15.737,0.063,0.136,5/27/08 14:47,0.004,,,,1,6
480134, CL,34.91674097,-79.6611634,321.164,425288.274,1801803.708,424.555,15.737,0.074,0.159,5/27/08 14:48,0.004,,,,1,6
480135, CL,34.9167683,-79.66112013,321.113,425298.134,1801816.745,424.504,15.737,0.047,0.102,5/27/08 14:48,0.005,,,,1,6
480136, CL,34.91679585,-79.6610775,321.215,425308.077,1801829.59,424.607,15.737,0.056,0.121,5/27/08 14:48,0.003,,,,1,6
480137, CL,34.916822,-79.66103513,321.152,425317.507,1801842.356,424.544,15.737,0.038,0.081,5/27/08 14:48,0.004,,,,1,6
480138, CL,34.91685073,-79.66099132,321.193,425327.876,1801855.558,424.585,15.737,0.057,0.123,5/27/08 14:48,0.002,,,,1,6
480139, CL,34.91687493,-79.66095254,321.2,425336.605,1801867.241,424.592,15.737,0.058,0.123,5/27/08 14:48,0.004,,,,1,6
480140, CL,34.91689816,-79.66091565,321.253,425344.985,1801878.356,424.646,15.737,0.064,0.136,5/27/08 14:48,0.004,,,,1,6
480141, CL,34.91692086,-79.6608812,321.277,425353.178,1801888.737,424.67,15.737,0.067,0.143,5/27/08 14:48,0.004,,,,1,6
480142, CL,34.91694141,-79.66084836,321.224,425360.591,1801898.631,424.617,15.737,0.061,0.131,5/27/08 14:48,0.004,,,,1,6
480143, CL,34.91696037,-79.66081775,321.326,425367.433,1801907.854,424.719,15.737,0.072,0.155,5/27/08 14:48,0.004,,,,1,6
480144, CL,34.91697838,-79.66078999,321.338,425373.931,1801916.218,424.731,15.737,0.057,0.122,5/27/08 14:48,0.005,,,,1,6
480145, CL,34.91701068,-79.66073894,321.393,425385.581,1801931.598,424.787,15.737,0.06,0.128,5/27/08 14:48,0.002,,,,1,6
480146, CL,34.91704165,-79.66069003,321.377,425396.755,1801946.336,424.771,15.737,0.058,0.124,5/27/08 14:48,0.004,,,,1,6
480147, CL,34.91707242,-79.66064162,321.4,425407.857,1801960.922,424.794,15.737,0.063,0.135,5/27/08 14:48,0.003,,,,1,6
480148, CL,34.91710215,-79.66059437,321.501,425418.582,1801975.159,424.896,15.737,0.046,0.099,5/27/08 14:48,0.005,,,,1,6
480149, CL,34.91713116,-79.66054885,321.529,425429.049,1801988.873,424.924,15.737,0.074,0.158,5/27/08 14:48,0.005,,,,1,6
480150, CL,34.91715876,-79.6605045,321.578,425439.004,1802002.235,424.974,15.737,0.067,0.143,5/27/08 14:48,0.003,,,,1,6
480151, CL,34.91718577,-79.66046212,321.613,425448.749,1802015.005,425.009,15.737,0.078,0.167,5/27/08 14:48,0.004,,,,1,6
480152, CL,34.91721165,-79.66042063,321.609,425458.086,1802027.503,425.005,15.737,0.059,0.125,5/27/08 14:48,0.005,,,,1,6
480153, CL,34.91723711,-79.6603806,321.629,425467.272,1802039.565,425.026,15.737,0.041,0.087,5/27/08 14:48,0.003,,,,1,6
480154, CL,34.91726205,-79.66034155,321.747,425476.268,1802051.331,425.143,15.737,0.046,0.098,5/27/08 14:48,0.003,,,,1,6
480155, CL,34.91728604,-79.66030302,321.75,425484.925,1802062.939,425.147,15.737,0.037,0.079,5/27/08 14:48,0.002,,,,1,6
480156, CL,34.91730928,-79.66026623,321.729,425493.306,1802074.024,425.126,15.737,0.04,0.086,5/27/08 14:48,0.003,,,,1,6
480157, CL,34.91732937,-79.66023419,321.718,425500.554,1802083.677,425.115,15.737,0.064,0.136,5/27/08 14:48,0.003,,,,1,6
pt4d, PT4,34.9171897,-79.66045596,321.727,425450.167,1802016.859,425.123,15.737,0.049,0.076,5/27/08 14:50,0.006,,,,4,7
pt5d, PT5,34.91636184,-79.66176099,321.143,425151.494,1801623.653,424.53,15.737,0.083,0.129,5/27/08 14:51,0.002,,,,7,7
410001, CL,34.91301674,-79.66681272,320.546,423944.265,1800101.138,423.9,15.737,0.026,0.041,5/27/08 15:07,0.003,,,,1,8
410002, CL,34.91303264,-79.66676182,320.585,423949.949,1800116.436,423.94,15.737,0.032,0.051,5/27/08 15:07,0.003,,,,1,8
410003, CL,34.9130509,-79.66670564,320.533,423956.48,1800133.323,423.888,15.737,0.028,0.043,5/27/08 15:07,0.003,,,,1,8
410004, CL,34.91306179,-79.66667202,320.525,423960.377,1800143.428,423.88,15.737,0.029,0.045,5/27/08 15:07,0.003,,,,1,8
410005, CL,34.91307286,-79.66663739,320.531,423964.337,1800153.837,423.886,15.737,0.033,0.052,5/27/08 15:07,0.003,,,,1,8
410006, CL,34.91308414,-79.66660273,320.531,423968.373,1800164.252,423.887,15.737,0.021,0.033,5/27/08 15:07,0.004,,,,1,8
410007, CL,34.91309596,-79.66656853,320.53,423972.606,1800174.534,423.886,15.737,0.026,0.041,5/27/08 15:07,0.002,,,,1,8
410008, CL,34.91310799,-79.66653491,320.537,423976.916,1800184.643,423.894,15.737,0.028,0.044,5/27/08 15:07,0.003,,,,1,8
410009, CL,34.91311995,-79.6665014,320.52,423981.201,1800194.717,423.877,15.737,0.02,0.032,5/27/08 15:07,0.003,,,,1,8
410010, CL,34.91313285,-79.66646882,320.548,423985.829,1800204.515,423.904,15.737,0.032,0.05,5/27/08 15:07,0.002,,,,1,8
410011, CL,34.91314588,-79.66643721,320.579,423990.506,1800214.025,423.936,15.737,0.027,0.043,5/27/08 15:07,0.003,,,,1,8
410012, CL,34.91316877,-79.66638391,320.489,423998.732,1800230.057,423.847,15.737,0.034,0.053,5/27/08 15:07,0.004,,,,1,8
410013, CL,34.91318242,-79.66635461,320.486,424003.637,1800238.874,423.843,15.737,0.022,0.035,5/27/08 15:08,0.004,,,,1,8
410014, CL,34.91320147,-79.66631281,320.553,424010.489,1800251.452,423.911,15.737,0.023,0.037,5/27/08 15:08,0.002,,,,1,8
410015, CL,34.91322628,-79.66626148,320.62,424019.412,1800266.899,423.978,15.737,0.024,0.038,5/27/08 15:08,0.002,,,,1,8
410016, CL,34.91324331,-79.66623082,320.661,424025.549,1800276.133,424.019,15.737,0.023,0.037,5/27/08 15:08,0.003,,,,1,8
410017, CL,34.91326223,-79.6661969,320.63,424032.365,1800286.348,423.989,15.737,0.027,0.043,5/27/08 15:08,0.003,,,,1,8
410018, CL,34.91328316,-79.66616114,320.614,424039.911,1800297.117,423.973,15.737,0.03,0.047,5/27/08 15:08,0.003,,,,1,8
410019, CL,34.91330545,-79.66612462,320.592,424047.948,1800308.121,423.951,15.737,0.032,0.05,5/27/08 15:08,0.003,,,,1,8
410020, CL,34.91332792,-79.66608814,320.568,424056.055,1800319.111,423.927,15.737,0.03,0.048,5/27/08 15:08,0.003,,,,1,8
410021, CL,34.91334897,-79.66605129,320.521,424063.64,1800330.211,423.88,15.737,0.043,0.067,5/27/08 15:08,0.003,,,,1,8
410022, CL,34.91336857,-79.66601445,320.474,424070.697,1800341.301,423.834,15.737,0.035,0.054,5/27/08 15:08,0.005,,,,1,8
410023, CL,34.91338688,-79.66597851,320.456,424077.292,1800352.121,423.816,15.737,0.039,0.061,5/27/08 15:08,0.004,,,,1,8
410024, CL,34.91340392,-79.6659436,320.465,424083.42,1800362.627,423.826,15.737,0.031,0.049,5/27/08 15:08,0.004,,,,1,8
410025, CL,34.9134201,-79.66590966,320.332,424089.24,1800372.839,423.693,15.737,0.037,0.057,5/27/08 15:08,0.003,,,,1,8
410026, CL,34.91343593,-79.66587716,320.244,424094.937,1800382.623,423.605,15.737,0.026,0.041,5/27/08 15:08,0.004,,,,1,8
410027, CL,34.91345099,-79.66584598,320.171,424100.355,1800392.005,423.532,15.737,0.026,0.041,5/27/08 15:08,0.003,,,,1,8
410028, CL,34.91346588,-79.66581501,320.104,424105.711,1800401.325,423.466,15.737,0.022,0.035,5/27/08 15:08,0.003,,,,1,8
410029, CL,34.91348135,-79.66578327,320.032,424111.276,1800410.878,423.394,15.737,0.035,0.056,5/27/08 15:08,0.002,,,,1,8
410030, CL,34.91349848,-79.66575034,319.963,424117.444,1800420.794,423.325,15.737,0.025,0.039,5/27/08 15:08,0.004,,,,1,8
410031, CL,34.91351772,-79.6657155,319.822,424124.378,1800431.283,423.184,15.737,0.031,0.048,5/27/08 15:08,0.003,,,,1,8
410032, CL,34.91353927,-79.66567927,319.806,424132.145,1800442.199,423.168,15.737,0.035,0.054,5/27/08 15:08,0.003,,,,1,8
410033, CL,34.91356261,-79.66564303,319.743,424140.57,1800453.119,423.106,15.737,0.03,0.047,5/27/08 15:08,0.004,,,,1,8
410034, CL,34.91358614,-79.66560635,319.721,424149.058,1800464.172,423.084,15.737,0.034,0.053,5/27/08 15:08,0.003,,,,1,8
410035, CL,34.9136097,-79.66556993,319.681,424157.557,1800475.147,423.045,15.737,0.024,0.037,5/27/08 15:08,0.004,,,,1,8
410036, CL,34.91363314,-79.66553386,319.568,424166.015,1800486.018,422.931,15.737,0.024,0.038,5/27/08 15:08,0.003,,,,1,8
410037, CL,34.91365592,-79.66549817,319.46,424174.233,1800496.773,422.824,15.737,0.024,0.037,5/27/08 15:08,0.003,,,,1,8
410038, CL,34.91367798,-79.66546322,319.476,424182.192,1800507.301,422.84,15.737,0.025,0.039,5/27/08 15:08,0.003,,,,1,8
410039, CL,34.9136994,-79.66542974,319.353,424189.922,1800517.391,422.718,15.737,0.03,0.048,5/27/08 15:08,0.003,,,,1,8
410040, CL,34.91371983,-79.66539749,319.346,424197.292,1800527.11,422.711,15.737,0.026,0.041,5/27/08 15:08,0.003,,,,1,8
410041, CL,34.91373957,-79.66536668,319.296,424204.413,1800536.391,422.661,15.737,0.03,0.047,5/27/08 15:08,0.003,,,,1,8
410042, CL,34.91375851,-79.66533738,319.262,424211.248,1800545.222,422.627,15.737,0.027,0.042,5/27/08 15:08,0.003,,,,1,8
410043, CL,34.91377662,-79.66530904,319.192,424217.782,1800553.762,422.557,15.737,0.031,0.049,5/27/08 15:08,0.003,,,,1,8
410044, CL,34.91379428,-79.6652811,319.201,424224.15,1800562.181,422.566,15.737,0.033,0.051,5/27/08 15:08,0.003,,,,1,8
410045, CL,34.91381191,-79.66525342,319.145,424230.513,1800570.521,422.51,15.737,0.04,0.063,5/27/08 15:08,0.004,,,,1,8
410046, CL,34.91382967,-79.66522575,319.137,424236.919,1800578.86,422.503,15.737,0.045,0.07,5/27/08 15:08,0.004,,,,1,8
410047, CL,34.91384914,-79.66519507,319.099,424243.943,1800588.106,422.465,15.737,0.042,0.066,5/27/08 15:08,0.005,,,,1,8
410048, CL,34.91386671,-79.66516713,319.047,424250.281,1800596.524,422.413,15.737,0.044,0.069,5/27/08 15:08,0.004,,,,1,8
410049, CL,34.91388425,-79.66513918,319.058,424256.608,1800604.944,422.424,15.737,0.037,0.058,5/27/08 15:08,0.005,,,,1,8
410050, CL,34.91390182,-79.66511142,319.035,424262.945,1800613.31,422.402,15.737,0.052,0.081,5/27/08 15:08,0.004,,,,1,8
410051, CL,34.91391898,-79.66508439,319.027,424269.138,1800621.453,422.394,15.737,0.035,0.055,5/27/08 15:08,0.006,,,,1,8
410052, CL,34.91394669,-79.66504077,318.941,424279.133,1800634.597,422.308,15.737,0.037,0.058,5/27/08 15:08,0.004,,,,1,8
410053, CL,34.91396544,-79.66501113,318.926,424285.896,1800643.528,422.293,15.737,0.024,0.037,5/27/08 15:09,0.003,,,,1,8
410054, CL,34.91398266,-79.66498385,318.861,424292.109,1800651.747,422.228,15.737,0.032,0.05,5/27/08 15:09,0.003,,,,1,8
410055, CL,34.91400882,-79.6649424,318.823,424301.546,1800664.238,422.191,15.737,0.03,0.048,5/27/08 15:09,0.004,,,,1,8
410056, CL,34.91404217,-79.66488968,318.882,424313.579,1800680.122,422.25,15.737,0.027,0.042,5/27/08 15:09,0.003,,,,1,8
410057, CL,34.9140604,-79.6648604,318.894,424320.154,1800688.946,422.262,15.737,0.029,0.046,5/27/08 15:09,0.003,,,,1,8
410058, CL,34.9140796,-79.66483032,318.851,424327.079,1800698.009,422.22,15.737,0.028,0.044,5/27/08 15:09,0.003,,,,1,8
410059, CL,34.91409942,-79.66479936,318.853,424334.231,1800707.338,422.221,15.737,0.022,0.035,5/27/08 15:09,0.003,,,,1,8
410060, CL,34.91411923,-79.66476738,318.824,424341.377,1800716.975,422.193,15.737,0.02,0.031,5/27/08 15:09,0.002,,,,1,8
410061, CL,34.91413981,-79.66473514,318.866,424348.801,1800726.689,422.235,15.737,0.03,0.047,5/27/08 15:09,0.002,,,,1,8
410062, CL,34.9141607,-79.66470265,318.873,424356.339,1800736.48,422.242,15.737,0.043,0.067,5/27/08 15:09,0.003,,,,1,8
410063, CL,34.91418093,-79.66466979,318.96,424363.635,1800746.378,422.329,15.737,0.038,0.06,5/27/08 15:09,0.005,,,,1,8
410064, CL,34.91420142,-79.66463764,318.879,424371.027,1800756.068,422.248,15.737,0.046,0.072,5/27/08 15:09,0.004,,,,1,8
410065, CL,34.91422219,-79.66460575,318.9,424378.521,1800765.676,422.269,15.737,0.04,0.063,5/27/08 15:09,0.005,,,,1,8
410066, CL,34.91424185,-79.66457387,318.911,424385.611,1800775.283,422.281,15.737,0.033,0.052,5/27/08 15:09,0.004,,,,1,8
410067, CL,34.91426142,-79.66454248,318.954,424392.672,1800784.74,422.324,15.737,0.028,0.044,5/27/08 15:09,0.004,,,,1,8
410068, CL,34.91428146,-79.66451178,318.909,424399.904,1800793.991,422.279,15.737,0.026,0.041,5/27/08 15:09,0.003,,,,1,8
410069, CL,34.91430075,-79.6644807,318.9,424406.862,1800803.354,422.271,15.737,0.023,0.036,5/27/08 15:09,0.003,,,,1,8
410070, CL,34.91431974,-79.66444962,318.933,424413.71,1800812.717,422.304,15.737,0.035,0.055,5/27/08 15:09,0.002,,,,1,8
410071, CL,34.91433942,-79.66441943,319.003,424420.809,1800821.816,422.374,15.737,0.02,0.032,5/27/08 15:09,0.004,,,,1,8
410072, CL,34.9143591,-79.66438903,318.931,424427.91,1800830.978,422.302,15.737,0.041,0.065,5/27/08 15:09,0.002,,,,1,8
410073, CL,34.91437836,-79.66435707,318.944,424434.855,1800840.606,422.316,15.737,0.028,0.043,5/27/08 15:10,0.004,,,,1,8
410074, CL,34.91439924,-79.66432451,318.974,424442.391,1800850.416,422.345,15.737,0.032,0.051,5/27/08 15:10,0.003,,,,1,8
410075, CL,34.91442185,-79.6642904,318.967,424450.55,1800860.696,422.339,15.737,0.023,0.037,5/27/08 15:10,0.003,,,,1,8
410076, CL,34.91444409,-79.66425343,319.001,424458.571,1800871.833,422.373,15.737,0.03,0.047,5/27/08 15:10,0.003,,,,1,8
410077, CL,34.91446746,-79.66421696,319.043,424467.002,1800882.824,422.416,15.737,0.031,0.049,5/27/08 15:10,0.003,,,,1,8
410078, CL,34.91449107,-79.66418088,318.999,424475.522,1800893.697,422.372,15.737,0.034,0.054,5/27/08 15:10,0.003,,,,1,8
410079, CL,34.91451767,-79.66413701,319.038,424485.113,1800906.911,422.411,15.737,0.024,0.039,5/27/08 15:10,0.004,,,,1,8
410080, CL,34.91454025,-79.66410257,319.061,424493.263,1800917.292,422.434,15.737,0.024,0.037,5/27/08 15:10,0.003,,,,1,8
410081, CL,34.91456002,-79.66407212,319.073,424500.396,1800926.468,422.447,15.737,0.028,0.044,5/27/08 15:10,0.003,,,,1,8
410082, CL,34.91458093,-79.66403759,319.121,424507.934,1800936.869,422.495,15.737,0.037,0.059,5/27/08 15:10,0.003,,,,1,8
410083, CL,34.91460257,-79.66400407,319.106,424515.744,1800946.97,422.479,15.737,0.028,0.044,5/27/08 15:10,0.004,,,,1,8
410084, CL,34.91462415,-79.66397072,319.145,424523.532,1800957.021,422.519,15.737,0.024,0.038,5/27/08 15:10,0.003,,,,1,8
410085, CL,34.91464506,-79.66393687,319.184,424531.074,1800967.218,422.559,15.737,0.027,0.042,5/27/08 15:10,0.003,,,,1,8
410086, CL,34.91466634,-79.66390331,319.17,424538.751,1800977.332,422.545,15.737,0.028,0.044,5/27/08 15:10,0.003,,,,1,8
410087, CL,34.91468793,-79.66386997,319.262,424546.54,1800987.377,422.636,15.737,0.039,0.061,5/27/08 15:10,0.003,,,,1,8
410088, CL,34.91470891,-79.66383592,319.301,424554.106,1800997.638,422.676,15.737,0.031,0.049,5/27/08 15:10,0.004,,,,1,8
410089, CL,34.91473035,-79.66380224,319.346,424561.841,1801007.785,422.721,15.737,0.028,0.043,5/27/08 15:10,0.003,,,,1,8
410090, CL,34.91475218,-79.66376859,319.347,424569.719,1801017.925,422.722,15.737,0.033,0.052,5/27/08 15:10,0.003,,,,1,8
410091, CL,34.91477565,-79.66373018,319.293,424578.184,1801029.496,422.669,15.737,0.045,0.072,5/27/08 15:10,0.004,,,,1,8
410092, CL,34.91479809,-79.66369524,319.363,424586.28,1801040.026,422.738,15.737,0.03,0.047,5/27/08 15:10,0.005,,,,1,8
410093, CL,34.91482103,-79.66365961,319.341,424594.557,1801050.76,422.717,15.737,0.025,0.039,5/27/08 15:10,0.003,,,,1,8
410094, CL,34.9148438,-79.66362225,319.39,424602.769,1801062.017,422.766,15.737,0.028,0.044,5/27/08 15:10,0.003,,,,1,8
410095, CL,34.91486804,-79.66358483,319.471,424611.515,1801073.293,422.847,15.737,0.026,0.04,5/27/08 15:10,0.003,,,,1,8
