brb2rusABCD,Y:\Documents\Engineering\Data\LOR\CSX_KanawhaSub\brb2rusABCD,
UTM,17 North,NAD 1983 (Conus) CORS96,GEOID03 (Conus)
coord units ft, elevation units ft, distance units ft
PointID,FeatureCode,LatitudeDecimalDeg,LongitudeDecimalDeg,EllipsoidHeight,Northing,Easting,Elevation,AntennaHeight,StartTime,covXX,covYY,covZZ,HorizontalPrecision,VerticalPrecision,RMS,MaxPDOP,MaxHDOP,MaxVDOP,NbrGPSpos,MinSatellites
1097_B,RCL,+38.410150164,-82.264552347,479.979,13950365.169,1278196.729,581.688,6.995,09:00:51 5 Feb 2010,0.000,0.000,0.000,0.038,0.046,0.004,,,,1,13
1098_B,RCL,+38.410140568,-82.264568465,479.982,13950361.739,1278192.064,581.691,6.995,09:00:51 5 Feb 2010,0.000,0.000,0.000,0.038,0.046,0.004,,,,1,13
1099_B,RCL,+38.410130608,-82.264584605,479.872,13950358.176,1278187.391,581.580,6.995,09:00:51 5 Feb 2010,0.000,0.000,0.000,0.038,0.046,0.004,,,,1,13
1100_B,RCL,+38.410120994,-82.264600860,479.891,13950354.740,1278182.687,581.599,6.995,09:00:51 5 Feb 2010,0.000,0.000,0.000,0.038,0.046,0.004,,,,1,13
1101_B,RCL,+38.410111375,-82.264617088,479.834,13950351.302,1278177.990,581.542,6.995,09:00:51 5 Feb 2010,0.000,0.000,0.000,0.038,0.046,0.004,,,,1,13
1102_B,RCL,+38.410101971,-82.264633511,479.892,13950347.943,1278173.239,581.601,6.995,09:00:52 5 Feb 2010,0.000,0.000,0.000,0.042,0.061,0.005,,,,1,14
1103_B,RCL,+38.410092368,-82.264649810,479.862,13950344.510,1278168.522,581.570,6.995,09:00:52 5 Feb 2010,0.000,0.000,0.000,0.042,0.061,0.005,,,,1,14
1104_B,RCL,+38.410082976,-82.264666251,479.843,13950341.156,1278163.765,581.551,6.995,09:00:52 5 Feb 2010,0.000,0.000,0.000,0.042,0.061,0.005,,,,1,14
1105_B,RCL,+38.410073508,-82.264682703,479.856,13950337.774,1278159.005,581.565,6.995,09:00:52 5 Feb 2010,0.000,0.000,0.000,0.042,0.061,0.005,,,,1,14
1106_B,RCL,+38.410064143,-82.264699146,479.811,13950334.429,1278154.249,581.519,6.995,09:00:52 5 Feb 2010,0.000,0.000,0.000,0.042,0.061,0.005,,,,1,14
