Feb18a,C&O subdivision
UTM,17 North,(WGS 84),Geoid03

PointID,FeatureCode,Latitude,Longitude,EllipsoidHeight,Northing,Easting,Elevation,AntennaHeight,StartTime,DeltaX,DeltaY,DeltaZ,HorizontalPrecision,VerticalPrecision,RMS,MaxPDOP,MaxHDOP,MaxVDOP,NbrGPSpos,MinSatellites
2127,LR,+38.57415ø,-82.28152ø,473.255,14010141.926,1274166.485,582.551,7.461,11:45:04 18 Feb 2009,36038.512,39538.035,43008.416,0.047,0.067,0.004,2.128,1.214,1.747,1,7
2128,LR,+38.57418ø,-82.28151ø,473.194,14010154.012,1274168.368,582.490,7.461,11:45:05 18 Feb 2009,36039.190,39545.798,43017.849,0.057,0.082,0.004,2.128,1.214,1.747,1,7
2129,LR,+38.57421ø,-82.28151ø,473.144,14010163.384,1274169.851,582.440,7.461,11:45:06 18 Feb 2009,36039.738,39551.823,43025.161,0.054,0.078,0.005,2.128,1.214,1.747,1,7
2130,LR,+38.57423ø,-82.28151ø,473.124,14010171.571,1274171.199,582.421,7.461,11:45:07 18 Feb 2009,36040.272,39557.075,43031.565,0.051,0.073,0.005,2.128,1.215,1.748,1,7
2131,LR,+38.57426ø,-82.28150ø,473.103,14010181.487,1274172.781,582.400,7.461,11:45:08 18 Feb 2009,36040.868,39563.427,43039.324,0.050,0.072,0.004,2.128,1.215,1.748,1,7
2132,LR,+38.57429ø,-82.28149ø,473.061,14010193.928,1274174.829,582.357,7.461,11:45:09 18 Feb 2009,36041.677,39571.417,43049.047,0.045,0.065,0.004,2.128,1.215,1.748,1,7
2133,LR,+38.57433ø,-82.28149ø,472.913,14010208.686,1274177.284,582.210,7.461,11:45:10 18 Feb 2009,36042.652,39580.975,43060.522,0.037,0.053,0.004,2.128,1.215,1.748,1,7
2134,LR,+38.57438ø,-82.28148ø,472.855,14010225.428,1274180.172,582.152,7.461,11:45:11 18 Feb 2009,36043.871,39591.748,43073.609,0.056,0.080,0.003,2.128,1.215,1.748,1,7
2135,LR,+38.57443ø,-82.28147ø,472.760,14010243.856,1274183.394,582.057,7.461,11:45:12 18 Feb 2009,36045.252,39603.636,43087.993,0.053,0.076,0.005,2.128,1.215,1.748,1,7
2136,LR,+38.57449ø,-82.28145ø,472.665,14010263.647,1274187.018,581.963,7.461,11:45:13 18 Feb 2009,36046.898,39616.421,43103.449,0.039,0.055,0.004,2.128,1.215,1.748,1,7
2137,LR,+38.57454ø,-82.28144ø,472.582,14010284.692,1274190.940,581.879,7.461,11:45:14 18 Feb 2009,36048.718,39630.013,43119.896,0.039,0.056,0.003,2.128,1.215,1.748,1,7
2138,LR,+38.57460ø,-82.28143ø,472.507,14010306.834,1274195.197,581.805,7.461,11:45:15 18 Feb 2009,36050.764,39644.321,43137.209,0.038,0.054,0.003,2.128,1.215,1.748,1,7
2139,LR,+38.57467ø,-82.28141ø,472.408,14010329.462,1274199.693,581.706,7.461,11:45:16 18 Feb 2009,36052.997,39658.982,43154.890,0.061,0.087,0.003,2.128,1.215,1.748,1,7
2140,LR,+38.57473ø,-82.28140ø,472.280,14010352.126,1274204.294,581.578,7.461,11:45:17 18 Feb 2009,36055.327,39673.703,43172.582,0.055,0.080,0.005,2.129,1.215,1.748,1,7
2141,LR,+38.57479ø,-82.28138ø,472.168,14010375.290,1274209.160,581.466,7.461,11:45:18 18 Feb 2009,36057.871,39688.757,43190.677,0.065,0.093,0.005,2.129,1.215,1.748,1,7
2142,LR,+38.57486ø,-82.28136ø,472.030,14010401.343,1274214.773,581.329,7.461,11:45:19 18 Feb 2009,36060.871,39705.718,43211.025,0.068,0.099,0.005,2.129,1.215,1.748,1,7
2143,LR,+38.57492ø,-82.28135ø,471.920,14010423.015,1274219.617,581.219,7.461,11:45:20 18 Feb 2009,36063.540,39719.848,43227.955,0.056,0.080,0.006,2.129,1.215,1.748,1,7
2144,LR,+38.57499ø,-82.28133ø,471.839,14010447.552,1274225.191,581.138,7.461,11:45:21 18 Feb 2009,36066.655,39735.826,43247.151,0.057,0.083,0.005,2.129,1.215,1.748,1,7
2145,LR,+38.57506ø,-82.28131ø,471.705,14010472.456,1274231.042,581.006,7.461,11:45:22 18 Feb 2009,36070.003,39752.110,43266.605,0.046,0.066,0.005,2.129,1.215,1.748,1,7
2146,LR,+38.57513ø,-82.28129ø,471.638,14010497.743,1274237.121,580.939,7.461,11:45:23 18 Feb 2009,36073.546,39768.611,43286.402,0.059,0.084,0.004,2.129,1.215,1.748,1,7
2147,LR,+38.57520ø,-82.28127ø,471.510,14010523.352,1274243.477,580.811,7.461,11:45:24 18 Feb 2009,36077.325,39785.397,43306.415,0.064,0.091,0.005,2.129,1.215,1.748,1,7
2148,LR,+38.57527ø,-82.28125ø,471.379,14010549.000,1274249.959,580.681,7.461,11:45:25 18 Feb 2009,36081.226,39802.227,43326.460,0.060,0.086,0.005,2.129,1.215,1.748,1,7
2149,LR,+38.57534ø,-82.28123ø,471.258,14010574.512,1274256.652,580.560,7.461,11:45:26 18 Feb 2009,36085.349,39818.996,43346.405,0.031,0.045,0.005,2.129,1.215,1.748,1,7
2150,LR,+38.57541ø,-82.28120ø,471.144,14010599.993,1274263.462,580.447,7.461,11:45:27 18 Feb 2009,36089.592,39835.757,43366.333,0.036,0.052,0.003,2.129,1.215,1.748,1,7
2151,LR,+38.57548ø,-82.28118ø,471.055,14010625.585,1274270.468,580.357,7.461,11:45:28 18 Feb 2009,36094.021,39852.596,43386.364,0.036,0.051,0.003,2.129,1.215,1.748,1,7
2152,LR,+38.57555ø,-82.28116ø,471.038,14010651.395,1274277.671,580.341,7.461,11:45:29 18 Feb 2009,36098.631,39869.541,43406.614,0.038,0.055,0.003,2.129,1.215,1.748,1,7
2153,LR,+38.57563ø,-82.28113ø,470.949,14010677.475,1274285.124,580.253,7.461,11:45:30 18 Feb 2009,36103.455,39886.744,43427.032,0.046,0.067,0.003,2.129,1.215,1.748,1,7
2154,LR,+38.57570ø,-82.28111ø,470.832,14010704.034,1274292.970,580.136,7.461,11:45:31 18 Feb 2009,36108.617,39904.320,43447.812,0.094,0.144,0.004,3.104,1.698,2.598,1,6
2155,LR,+38.57577ø,-82.28108ø,470.717,14010730.951,1274301.126,580.022,7.461,11:45:32 18 Feb 2009,36114.053,39922.159,43468.876,0.067,0.102,0.006,3.104,1.698,2.599,1,6
2156,LR,+38.57585ø,-82.28105ø,470.580,14010758.350,1274309.588,579.884,7.461,11:45:33 18 Feb 2009,36119.741,39940.356,43490.306,0.083,0.127,0.004,3.104,1.698,2.599,1,6
2157,LR,+38.57592ø,-82.28102ø,470.504,14010785.992,1274318.371,579.809,7.461,11:45:34 18 Feb 2009,36125.731,39958.702,43511.969,0.081,0.125,0.005,3.105,1.698,2.600,1,6
2158,LR,+38.57600ø,-82.28099ø,470.408,14010813.886,1274327.397,579.713,7.461,11:45:35 18 Feb 2009,36131.934,39977.254,43533.818,0.065,0.099,0.005,3.105,1.698,2.600,1,6
2159,LR,+38.57608ø,-82.28096ø,470.296,14010841.788,1274336.647,579.601,7.461,11:45:36 18 Feb 2009,36138.356,39995.854,43555.666,0.078,0.120,0.004,3.106,1.698,2.601,1,6
2160,LR,+38.57616ø,-82.28093ø,470.146,14010869.559,1274346.076,579.452,7.461,11:45:37 18 Feb 2009,36144.965,40014.429,43577.390,0.045,0.069,0.005,3.106,1.699,2.601,1,6
2161,LR,+38.57623ø,-82.28090ø,470.063,14010897.169,1274355.731,579.369,7.461,11:45:38 18 Feb 2009,36151.819,40032.885,43599.032,0.062,0.095,0.003,3.107,1.699,2.601,1,6
2162,LR,+38.57631ø,-82.28086ø,469.926,14010924.708,1274365.514,579.232,7.461,11:45:39 18 Feb 2009,36158.802,40051.358,43620.586,0.049,0.075,0.004,3.107,1.699,2.602,1,6
2163,LR,+38.57638ø,-82.28083ø,469.813,14010952.150,1274375.491,579.120,7.461,11:45:40 18 Feb 2009,36165.989,40069.779,43642.081,0.039,0.060,0.003,3.108,1.699,2.602,1,6
2164,LR,+38.57646ø,-82.28079ø,469.737,14010979.491,1274385.533,579.044,7.461,11:45:41 18 Feb 2009,36173.254,40088.120,43663.522,0.051,0.078,0.002,3.108,1.699,2.603,1,6
2165,LR,+38.57653ø,-82.28076ø,469.576,14011006.659,1274395.826,578.884,7.461,11:45:42 18 Feb 2009,36180.775,40106.455,43684.777,0.045,0.069,0.003,3.109,1.699,2.603,1,6
2166,LR,+38.57661ø,-82.28073ø,469.533,14011033.698,1274406.241,578.841,7.461,11:45:43 18 Feb 2009,36188.442,40124.638,43706.005,0.050,0.077,0.003,3.109,1.699,2.604,1,6
2167,LR,+38.57668ø,-82.28069ø,469.487,14011060.370,1274416.651,578.795,7.461,11:45:44 18 Feb 2009,36196.139,40142.595,43726.946,0.054,0.082,0.003,3.110,1.699,2.604,1,6
2168,LR,+38.57675ø,-82.28065ø,469.415,14011086.542,1274427.102,578.724,7.461,11:45:45 18 Feb 2009,36203.924,40160.270,43747.479,0.063,0.097,0.003,3.110,1.699,2.605,1,6
2169,LR,+38.57683ø,-82.28062ø,469.367,14011112.443,1274437.610,578.676,7.461,11:45:46 18 Feb 2009,36211.793,40177.768,43767.816,0.070,0.107,0.004,3.111,1.699,2.605,1,6
2170,LR,+38.57690ø,-82.28058ø,469.310,14011138.146,1274448.274,578.619,7.461,11:45:47 18 Feb 2009,36219.836,40195.174,43787.993,0.064,0.098,0.004,3.111,1.699,2.606,1,6
2171,LR,+38.57697ø,-82.28055ø,469.242,14011163.867,1274459.068,578.552,7.461,11:45:48 18 Feb 2009,36228.004,40212.618,43808.181,0.065,0.099,0.004,3.111,1.699,2.606,1,6
2172,LR,+38.57704ø,-82.28051ø,469.182,14011189.751,1274470.184,578.492,7.461,11:45:49 18 Feb 2009,36236.476,40230.201,43828.503,0.064,0.098,0.004,3.112,1.700,2.607,1,6
2173,LR,+38.57711ø,-82.28047ø,469.155,14011215.859,1274481.531,578.466,7.461,11:45:50 18 Feb 2009,36245.158,40247.931,43849.024,0.057,0.088,0.004,3.112,1.700,2.607,1,6
2174,LR,+38.57718ø,-82.28043ø,469.055,14011242.361,1274493.324,578.366,7.461,11:45:51 18 Feb 2009,36254.236,40266.024,43869.812,0.070,0.108,0.003,3.113,1.700,2.608,1,6
2175,LR,+38.57726ø,-82.28039ø,468.971,14011269.164,1274505.391,578.282,7.461,11:45:52 18 Feb 2009,36263.557,40284.329,43890.848,0.033,0.051,0.004,3.113,1.700,2.608,1,6
2176,LR,+38.57733ø,-82.28035ø,468.920,14011296.335,1274517.786,578.232,7.461,11:45:53 18 Feb 2009,36273.170,40302.882,43912.197,0.062,0.095,0.002,3.114,1.700,2.609,1,6
2177,LR,+38.57741ø,-82.28030ø,468.858,14011323.940,1274530.598,578.169,7.461,11:45:54 18 Feb 2009,36283.152,40321.771,43933.881,0.070,0.108,0.004,3.114,1.700,2.609,1,6
2178,LR,+38.57749ø,-82.28026ø,468.858,14011352.095,1274543.855,578.170,7.461,11:45:55 18 Feb 2009,36293.529,40341.014,43956.040,0.056,0.086,0.004,3.115,1.700,2.610,1,6
2179,LR,+38.57757ø,-82.28021ø,468.892,14011380.804,1274557.596,578.204,7.461,11:45:56 18 Feb 2009,36304.333,40360.641,43978.659,0.055,0.084,0.003,3.115,1.700,2.610,1,6
2180,LR,+38.57765ø,-82.28016ø,468.922,14011410.021,1274571.741,578.235,7.461,11:45:57 18 Feb 2009,36315.488,40380.642,44001.677,0.055,0.085,0.003,3.116,1.700,2.611,1,6
2181,LR,+38.57774ø,-82.28011ø,468.966,14011442.356,1274587.606,578.279,7.461,11:45:58 18 Feb 2009,36328.043,40402.800,44027.160,0.058,0.090,0.003,3.116,1.700,2.611,1,6
2182,LR,+38.57782ø,-82.28006ø,468.963,14011471.406,1274602.025,578.276,7.461,11:45:59 18 Feb 2009,36339.481,40422.763,44050.029,0.045,0.068,0.003,3.117,1.700,2.612,1,6
2183,LR,+38.57790ø,-82.28001ø,468.961,14011499.925,1274616.473,578.275,7.461,11:46:00 18 Feb 2009,36351.001,40442.402,44072.484,0.052,0.080,0.003,3.117,1.700,2.612,1,6
2184,LR,+38.57797ø,-82.27996ø,468.916,14011528.188,1274630.890,578.231,7.461,11:46:01 18 Feb 2009,36362.509,40461.913,44094.712,0.070,0.108,0.003,3.118,1.700,2.613,1,6
2185,LR,+38.57805ø,-82.27992ø,468.865,14011553.573,1274643.943,578.180,7.461,11:46:02 18 Feb 2009,36372.948,40479.460,44114.671,0.106,0.163,0.004,3.118,1.701,2.613,1,6
2186,LR,+38.57813ø,-82.27986ø,468.859,14011584.458,1274660.054,578.175,7.461,11:46:03 18 Feb 2009,36385.883,40500.798,44138.992,0.091,0.140,0.006,3.119,1.701,2.614,1,6
2187,LR,+38.57821ø,-82.27981ø,468.862,14011612.445,1274674.938,578.177,7.461,11:46:04 18 Feb 2009,36397.886,40520.169,44161.038,0.368,0.565,0.005,3.119,1.701,2.614,1,6
2188,LR,+38.58223ø,-82.27497ø,458.230,14013059.345,1276079.623,567.570,7.461,11:47:22 18 Feb 2009,37646.107,41620.835,45300.969,0.138,0.127,19000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000,2.582,1.893,1.755,1,6
2189,LR,+38.58238ø,-82.27456ø,457.437,14013109.608,1276198.732,566.779,7.461,11:47:27 18 Feb 2009,37759.028,41669.458,45341.065,0.135,0.125,0.007,2.581,1.893,1.755,1,6
2190,LR,+38.58242ø,-82.27442ø,457.267,14013125.852,1276237.062,566.610,7.461,11:47:28 18 Feb 2009,37795.369,41685.081,45354.076,0.206,0.191,0.007,2.581,1.893,1.755,1,6
2191,LR,+38.58246ø,-82.27432ø,457.062,14013137.737,1276265.236,566.405,7.461,11:47:29 18 Feb 2009,37822.077,41696.594,45363.546,0.152,0.141,0.011,2.581,1.893,1.755,1,6
2192,LR,+38.58249ø,-82.27422ø,456.829,14013149.790,1276293.715,566.172,7.461,11:47:30 18 Feb 2009,37849.069,41708.275,45373.132,0.170,0.158,0.008,2.581,1.893,1.755,1,6
2193,LR,+38.58253ø,-82.27412ø,456.564,14013161.925,1276322.546,565.908,7.461,11:47:31 18 Feb 2009,37876.398,41720.082,45382.768,0.098,0.091,0.009,2.581,1.893,1.755,1,6
2194,LR,+38.58256ø,-82.27402ø,456.427,14013174.209,1276351.689,565.771,7.461,11:47:32 18 Feb 2009,37904.034,41731.926,45392.602,0.260,0.241,0.005,2.581,1.893,1.755,1,6
2195,LR,+38.58260ø,-82.27392ø,456.237,14013186.697,1276381.115,565.581,7.461,11:47:33 18 Feb 2009,37931.924,41743.978,45402.566,0.080,0.074,0.014,2.581,1.893,1.755,1,6
2196,LR,+38.58263ø,-82.27382ø,456.187,14013199.204,1276410.738,565.532,7.461,11:47:34 18 Feb 2009,37960.023,41755.960,45412.635,0.214,0.318,0.004,4.103,2.289,3.405,1,5
2197,LR,+38.58267ø,-82.27371ø,455.941,14013211.838,1276440.665,565.286,7.461,11:47:35 18 Feb 2009,37988.390,41768.217,45422.684,0.180,0.268,0.009,4.102,2.289,3.404,1,5
2198,LR,+38.58270ø,-82.27361ø,455.832,14013224.672,1276470.875,565.177,7.461,11:47:36 18 Feb 2009,38017.032,41780.531,45432.978,0.196,0.292,0.008,4.102,2.289,3.404,1,5
2199,LR,+38.58274ø,-82.27350ø,455.619,14013237.604,1276501.455,564.965,7.461,11:47:37 18 Feb 2009,38046.020,41793.039,45443.287,0.380,0.565,0.009,4.101,2.288,3.403,1,5
2200,LR,+38.58278ø,-82.27340ø,455.515,14013250.751,1276532.242,564.861,7.461,11:47:38 18 Feb 2009,38075.203,41805.625,45453.835,0.322,0.479,0.017,4.100,2.288,3.402,1,5
2201,LR,+38.58281ø,-82.27329ø,455.178,14013263.658,1276562.926,564.525,7.461,11:47:39 18 Feb 2009,38104.282,41818.228,45464.049,0.258,0.384,0.014,4.099,2.288,3.402,1,5
2202,LR,+38.58285ø,-82.27318ø,455.041,14013276.591,1276593.236,564.388,7.461,11:47:40 18 Feb 2009,38133.011,41830.640,45474.403,0.323,0.299,0.011,4.098,3.006,2.787,1,6
2203,LR,+38.58289ø,-82.27308ø,454.830,14013289.350,1276623.427,564.178,7.461,11:47:41 18 Feb 2009,38161.631,41842.984,45484.574,0.347,0.322,0.011,4.098,3.005,2.786,1,6
2204,LR,+38.58292ø,-82.27297ø,454.718,14013302.173,1276653.607,564.066,7.461,11:47:42 18 Feb 2009,38190.243,41855.290,45494.858,0.335,0.311,0.012,4.097,3.004,2.786,1,6
2205,LR,+38.58296ø,-82.27287ø,454.710,14013314.826,1276683.688,564.058,7.461,11:47:43 18 Feb 2009,38218.785,41867.396,45505.070,0.345,0.319,0.011,4.096,3.004,2.785,1,6
2206,LR,+38.58300ø,-82.27276ø,454.497,14013327.415,1276713.610,563.846,7.461,11:47:44 18 Feb 2009,38247.155,41879.599,45515.105,0.251,0.233,0.012,4.095,3.003,2.785,1,6
2207,LR,+38.58303ø,-82.27266ø,454.436,14013339.986,1276743.340,563.785,7.461,11:47:45 18 Feb 2009,38275.352,41891.646,45525.217,0.278,0.258,0.008,4.095,3.003,2.784,1,6
2208,LR,+38.58307ø,-82.27256ø,454.374,14013352.394,1276772.855,563.724,7.461,11:47:46 18 Feb 2009,38303.352,41903.562,45535.199,0.281,0.261,0.009,4.094,3.002,2.784,1,6
2209,LR,+38.58310ø,-82.27246ø,454.318,14013364.588,1276802.007,563.669,7.461,11:47:47 18 Feb 2009,38331.015,41915.289,45545.014,0.285,0.264,0.010,4.093,3.001,2.783,1,6
2210,LR,+38.58313ø,-82.27236ø,454.214,14013376.320,1276830.659,563.565,7.461,11:47:48 18 Feb 2009,38358.222,41926.698,45554.432,0.298,0.277,0.010,4.092,3.001,2.783,1,6
2211,LR,+38.58317ø,-82.27226ø,454.157,14013387.618,1276858.851,563.508,7.461,11:47:49 18 Feb 2009,38385.022,41937.738,45563.536,0.287,0.266,0.010,4.092,3.000,2.782,1,6
2212,LR,+38.58320ø,-82.27216ø,454.051,14013398.401,1276886.610,563.402,7.461,11:47:50 18 Feb 2009,38411.437,41948.435,45572.200,0.278,0.258,0.010,4.091,3.000,2.782,1,6
2213,LR,+38.58323ø,-82.27207ø,453.957,14013408.709,1276913.950,563.308,7.461,11:47:51 18 Feb 2009,38437.486,41958.772,45580.496,0.293,0.271,0.009,4.090,2.999,2.781,1,6
2214,LR,+38.58325ø,-82.27197ø,453.815,14013418.466,1276940.890,563.167,7.461,11:47:52 18 Feb 2009,38463.188,41968.748,45588.328,0.268,0.248,0.010,4.089,2.999,2.781,1,6
2215,LR,+38.58328ø,-82.27188ø,453.698,14013427.815,1276967.540,563.050,7.461,11:47:53 18 Feb 2009,38488.645,41978.412,45595.853,0.234,0.217,0.009,4.089,2.998,2.780,1,6
2216,LR,+38.58331ø,-82.27179ø,453.575,14013436.986,1276994.629,562.928,7.461,11:47:54 18 Feb 2009,38514.552,41988.034,45603.240,0.266,0.247,0.008,4.088,2.998,2.780,1,6
2217,LR,+38.58333ø,-82.27169ø,453.415,14013445.927,1277022.527,562.768,7.461,11:47:55 18 Feb 2009,38541.280,41997.659,45610.433,0.227,0.211,0.009,4.087,2.997,2.779,1,6
2218,LR,+38.58336ø,-82.27159ø,453.233,14013454.902,1277051.342,562.587,7.461,11:47:56 18 Feb 2009,38568.910,42007.452,45617.648,0.190,0.176,0.008,4.087,2.996,2.779,1,6
2219,LR,+38.58338ø,-82.27148ø,453.173,14013463.674,1277081.134,562.526,7.461,11:47:57 18 Feb 2009,38597.539,42017.167,45624.791,0.263,0.244,0.006,4.086,2.996,2.778,1,6
2220,LR,+38.58341ø,-82.27138ø,453.052,14013472.411,1277111.872,562.406,7.461,11:47:58 18 Feb 2009,38627.103,42027.041,45631.879,0.314,0.291,0.009,4.085,2.995,2.778,1,6
2221,LR,+38.58343ø,-82.27127ø,452.872,14013481.036,1277143.438,562.226,7.461,11:47:59 18 Feb 2009,38657.490,42037.012,45638.852,0.199,0.184,0.011,4.084,2.995,2.777,1,6
2222,LR,+38.58346ø,-82.27116ø,452.693,14013489.633,1277175.501,562.048,7.461,11:48:00 18 Feb 2009,38688.372,42047.035,45645.809,0.177,0.164,0.007,4.084,2.994,2.777,1,6
2223,LR,+38.58348ø,-82.27104ø,452.432,14013498.030,1277208.024,561.787,7.461,11:48:01 18 Feb 2009,38719.721,42057.065,45652.563,0.203,0.188,0.006,4.083,2.994,2.776,1,6
2224,LR,+38.58351ø,-82.27093ø,452.273,14013506.297,1277240.611,561.628,7.461,11:48:02 18 Feb 2009,38751.156,42066.945,45659.280,0.185,0.172,0.007,4.082,2.993,2.776,1,6
2225,LR,+38.58353ø,-82.27082ø,452.123,14013514.453,1277273.097,561.479,7.461,11:48:03 18 Feb 2009,38782.503,42076.735,45665.915,0.190,0.176,0.006,4.081,2.993,2.775,1,6
2226,LR,+38.58355ø,-82.27070ø,451.944,14013522.480,1277305.509,561.300,7.461,11:48:04 18 Feb 2009,38813.786,42086.457,45672.429,0.215,0.200,0.006,4.081,2.992,2.775,1,6
2227,LR,+38.58358ø,-82.27059ø,451.788,14013530.523,1277337.855,561.144,7.461,11:48:05 18 Feb 2009,38845.005,42096.162,45678.970,0.250,0.232,0.007,4.080,2.991,2.774,1,6
2228,LR,+38.58360ø,-82.27048ø,451.657,14013538.561,1277370.090,561.015,7.461,11:48:06 18 Feb 2009,38876.117,42105.828,45685.521,0.117,0.108,0.008,2.579,1.891,1.754,1,6
2229,LR,+38.58363ø,-82.27035ø,451.565,14013547.386,1277405.459,560.923,7.461,11:48:07 18 Feb 2009,38910.258,42116.398,45692.746,0.103,0.096,0.006,2.579,1.891,1.754,1,6
2230,LR,+38.58365ø,-82.27025ø,451.425,14013554.599,1277434.361,560.782,7.461,11:48:08 18 Feb 2009,38938.150,42125.087,45698.610,0.061,0.056,0.006,2.579,1.891,1.754,1,6
2231,LR,+38.58367ø,-82.27014ø,451.332,14013562.502,1277466.116,560.690,7.461,11:48:09 18 Feb 2009,38968.804,42134.572,45705.074,0.112,0.104,0.003,2.579,1.891,1.754,1,6
2232,LR,+38.58369ø,-82.27002ø,451.202,14013571.103,1277500.756,560.560,7.461,11:48:10 18 Feb 2009,39002.242,42144.929,45712.092,0.127,0.118,0.006,2.579,1.891,1.754,1,6
2233,LR,+38.58372ø,-82.26991ø,451.149,14013579.076,1277532.791,560.508,7.461,11:48:11 18 Feb 2009,39033.171,42154.466,45718.639,0.098,0.091,0.007,2.579,1.891,1.754,1,6
2234,LR,+38.58374ø,-82.26981ø,451.060,14013586.202,1277561.528,560.419,7.461,11:48:12 18 Feb 2009,39060.914,42163.039,45724.466,0.098,0.091,0.005,2.579,1.891,1.754,1,6
2235,LR,+38.58376ø,-82.26969ø,450.942,14013594.944,1277596.382,560.301,7.461,11:48:13 18 Feb 2009,39094.551,42173.504,45731.604,0.106,0.098,0.005,2.579,1.891,1.754,1,6
2236,LR,+38.58378ø,-82.26959ø,450.795,14013601.956,1277624.617,560.155,7.461,11:48:14 18 Feb 2009,39121.802,42181.979,45737.299,0.082,0.076,0.006,2.579,1.891,1.754,1,6
2237,LR,+38.58381ø,-82.26948ø,450.696,14013609.798,1277655.563,560.057,7.461,11:48:15 18 Feb 2009,39151.660,42191.315,45743.703,0.091,0.084,0.004,2.579,1.891,1.754,1,6
2238,LR,+38.58383ø,-82.26938ø,450.628,14013617.380,1277686.160,559.989,7.461,11:48:16 18 Feb 2009,39181.202,42200.419,45749.919,0.076,0.071,0.005,2.579,1.891,1.754,1,6
2239,LR,+38.58385ø,-82.26926ø,450.482,14013625.649,1277719.233,559.843,7.461,11:48:17 18 Feb 2009,39213.119,42210.359,45756.650,0.038,0.035,0.004,2.579,1.891,1.754,1,6
2240,LR,+38.58387ø,-82.26916ø,450.372,14013632.952,1277748.785,559.734,7.461,11:48:18 18 Feb 2009,39241.649,42219.173,45762.611,0.036,0.033,0.002,2.579,1.891,1.754,1,6
2241,LR,+38.58389ø,-82.26906ø,450.240,14013640.193,1277777.883,559.602,7.461,11:48:19 18 Feb 2009,39269.733,42227.902,45768.504,0.055,0.051,0.002,2.579,1.891,1.754,1,6
2242,LR,+38.58392ø,-82.26896ø,450.076,14013647.382,1277806.558,559.438,7.461,11:48:20 18 Feb 2009,39297.401,42236.562,45774.332,0.045,0.042,0.003,2.579,1.891,1.754,1,6
2243,LR,+38.58394ø,-82.26886ø,449.894,14013654.487,1277834.836,559.257,7.461,11:48:21 18 Feb 2009,39324.681,42245.127,45780.079,0.044,0.041,0.002,2.579,1.891,1.754,1,6
2244,LR,+38.58396ø,-82.26876ø,449.728,14013661.471,1277862.847,559.091,7.461,11:48:22 18 Feb 2009,39351.711,42253.568,45785.738,0.073,0.068,0.002,2.579,1.891,1.754,1,6
2245,LR,+38.58398ø,-82.26866ø,449.586,14013668.505,1277890.796,558.950,7.461,11:48:23 18 Feb 2009,39378.676,42262.011,45791.451,0.041,0.038,0.004,2.579,1.891,1.754,1,6
2246,LR,+38.58400ø,-82.26857ø,449.449,14013675.436,1277918.551,558.812,7.461,11:48:24 18 Feb 2009,39405.460,42270.360,45797.084,0.071,0.066,0.002,2.579,1.890,1.754,1,6
2247,LR,+38.58402ø,-82.26847ø,449.269,14013682.315,1277945.842,558.633,7.461,11:48:25 18 Feb 2009,39431.786,42278.644,45802.645,0.052,0.048,0.004,2.579,1.890,1.754,1,6
2248,LR,+38.58404ø,-82.26838ø,449.175,14013688.974,1277972.698,558.540,7.461,11:48:26 18 Feb 2009,39457.713,42286.663,45808.083,0.056,0.052,0.003,2.579,1.890,1.754,1,6
2249,LR,+38.58406ø,-82.26828ø,449.039,14013695.520,1277999.126,558.404,7.461,11:48:27 18 Feb 2009,39483.221,42294.583,45813.400,0.056,0.052,0.003,2.579,1.890,1.754,1,6
2250,LR,+38.58408ø,-82.26818ø,448.994,14013702.708,1278028.018,558.359,7.461,11:48:28 18 Feb 2009,39511.115,42303.182,45819.304,0.090,0.083,0.003,2.579,1.890,1.754,1,6
2251,LR,+38.58411ø,-82.26801ø,448.844,14013715.210,1278078.115,558.210,7.461,11:48:30 18 Feb 2009,39559.472,42318.171,45829.526,0.057,0.053,0.005,2.578,1.890,1.754,1,6
2252,LR,+38.58413ø,-82.26792ø,448.787,14013721.733,1278104.473,558.153,7.461,11:48:31 18 Feb 2009,39584.921,42326.007,45834.875,0.075,0.070,0.003,2.578,1.890,1.754,1,6
2253,LR,+38.58415ø,-82.26783ø,448.749,14013728.269,1278130.724,558.115,7.461,11:48:32 18 Feb 2009,39610.266,42333.821,45840.245,0.053,0.049,0.004,2.578,1.890,1.754,1,6
2254,LR,+38.58417ø,-82.26773ø,448.682,14013734.778,1278157.067,558.049,7.461,11:48:33 18 Feb 2009,39635.701,42341.653,45845.576,0.073,0.068,0.003,2.578,1.890,1.754,1,6
2255,LR,+38.58419ø,-82.26764ø,448.543,14013741.377,1278183.914,557.910,7.461,11:48:34 18 Feb 2009,39661.619,42349.669,45850.938,0.077,0.072,0.004,2.578,1.890,1.754,1,6
2256,LR,+38.58421ø,-82.26755ø,448.482,14013748.063,1278211.009,557.849,7.461,11:48:35 18 Feb 2009,39687.782,42357.715,45856.419,0.101,0.093,0.004,2.578,1.890,1.754,1,6
2257,LR,+38.58423ø,-82.26745ø,448.496,14013754.862,1278238.127,557.863,7.461,11:48:36 18 Feb 2009,39713.964,42365.774,45862.036,0.130,0.120,0.005,2.578,1.890,1.754,1,6
