Feb18a,C&O subdivision
UTM,17 North,(WGS 84),Geoid03

PointID,FeatureCode,Latitude,Longitude,EllipsoidHeight,Northing,Easting,Elevation,AntennaHeight,StartTime,DeltaX,DeltaY,DeltaZ,HorizontalPrecision,VerticalPrecision,RMS,MaxPDOP,MaxHDOP,MaxVDOP,NbrGPSpos,MinSatellites
229,LR,+38.43170ø,-82.36865ø,446.708,13958639.600,1248491.628,555.545,7.461,10:01:34 18 Feb 2009,15635.587,4219.421,2391.805,0.030,0.048,0.002,2.070,1.110,1.748,1,6
230,LR,+38.43172ø,-82.36858ø,446.671,13958645.735,1248514.447,555.508,7.461,10:01:35 18 Feb 2009,15657.578,4226.457,2396.854,0.032,0.051,0.003,2.071,1.110,1.748,1,6
231,LR,+38.43173ø,-82.36852ø,446.637,13958650.329,1248531.636,555.474,7.461,10:01:36 18 Feb 2009,15674.145,4231.745,2400.632,0.026,0.040,0.003,2.071,1.110,1.748,1,6
232,LR,+38.43175ø,-82.36846ø,446.615,13958654.968,1248548.897,555.452,7.461,10:01:37 18 Feb 2009,15690.781,4237.062,2404.453,0.023,0.035,0.002,2.071,1.110,1.748,1,6
233,LR,+38.43176ø,-82.36840ø,446.648,13958658.950,1248563.735,555.485,7.461,10:01:38 18 Feb 2009,15705.087,4241.589,2407.766,0.034,0.054,0.002,2.071,1.110,1.749,1,6
234,LR,+38.43177ø,-82.36836ø,446.679,13958662.269,1248576.193,555.516,7.461,10:01:39 18 Feb 2009,15717.102,4245.372,2410.531,0.020,0.032,0.003,2.072,1.110,1.749,1,6
235,LR,+38.43177ø,-82.36833ø,446.674,13958664.985,1248586.358,555.512,7.461,10:01:40 18 Feb 2009,15726.901,4248.487,2412.774,0.024,0.038,0.002,2.072,1.110,1.749,1,6
236,LR,+38.43178ø,-82.36830ø,446.704,13958667.074,1248594.132,555.542,7.461,10:01:41 18 Feb 2009,15734.398,4250.850,2414.519,0.018,0.028,0.002,2.072,1.110,1.749,1,6
237,LR,+38.43178ø,-82.36828ø,446.688,13958668.573,1248599.776,555.526,7.461,10:01:42 18 Feb 2009,15739.838,4252.585,2415.750,0.025,0.040,0.002,2.072,1.110,1.750,1,6
238,LR,+38.43179ø,-82.36825ø,446.699,13958670.677,1248607.640,555.537,7.461,10:01:44 18 Feb 2009,15747.420,4254.985,2417.497,0.032,0.051,0.002,2.073,1.111,1.750,1,6
239,LR,+38.43180ø,-82.36822ø,446.737,13958673.450,1248618.014,555.575,7.461,10:01:46 18 Feb 2009,15757.426,4258.131,2419.813,0.018,0.028,0.002,2.073,1.111,1.751,1,6
500,LR,+38.42909ø,-82.37644ø,441.270,13957722.520,1246247.146,550.086,7.461,10:51:10 18 Feb 2009,13502.068,3341.853,1643.733,0.027,0.033,0.002,2.388,1.521,1.841,1,7
501,LR,+38.42911ø,-82.37639ø,441.290,13957729.619,1246263.180,550.106,7.461,10:51:11 18 Feb 2009,13517.254,3348.472,1649.495,0.028,0.034,0.002,2.388,1.521,1.841,1,7
502,LR,+38.42913ø,-82.37634ø,441.249,13957735.509,1246276.362,550.066,7.461,10:51:12 18 Feb 2009,13529.728,3353.991,1654.239,0.035,0.042,0.002,2.389,1.521,1.842,1,7
503,LR,+38.42915ø,-82.37629ø,441.257,13957742.025,1246291.016,550.074,7.461,10:51:13 18 Feb 2009,13543.603,3360.066,1659.519,0.027,0.033,0.002,2.389,1.522,1.842,1,7
504,LR,+38.42917ø,-82.37624ø,441.310,13957748.725,1246306.110,550.127,7.461,10:51:14 18 Feb 2009,13557.901,3366.281,1664.979,0.033,0.040,0.002,2.390,1.522,1.842,1,7
505,LR,+38.42918ø,-82.37618ø,441.289,13957755.568,1246321.508,550.106,7.461,10:51:15 18 Feb 2009,13572.478,3372.684,1670.507,0.041,0.049,0.002,2.390,1.522,1.842,1,7
506,LR,+38.42920ø,-82.37613ø,441.315,13957762.458,1246336.923,550.133,7.461,10:51:16 18 Feb 2009,13587.072,3379.083,1676.102,0.026,0.031,0.003,2.390,1.523,1.843,1,7
507,LR,+38.42922ø,-82.37608ø,441.355,13957769.455,1246352.647,550.173,7.461,10:51:17 18 Feb 2009,13601.963,3385.580,1681.793,0.042,0.051,0.002,2.391,1.523,1.843,1,7
508,LR,+38.42925ø,-82.37601ø,441.380,13957777.411,1246370.486,550.198,7.461,10:51:18 18 Feb 2009,13618.853,3392.979,1688.251,0.027,0.033,0.003,2.391,1.523,1.843,1,7
509,LR,+38.42927ø,-82.37596ø,441.365,13957783.984,1246385.285,550.182,7.461,10:51:19 18 Feb 2009,13632.865,3399.127,1693.564,0.024,0.029,0.002,2.392,1.524,1.843,1,7
510,LR,+38.42929ø,-82.37591ø,441.392,13957791.111,1246401.242,550.210,7.461,10:51:20 18 Feb 2009,13647.972,3405.746,1699.351,0.030,0.037,0.002,2.392,1.524,1.844,1,7
511,LR,+38.42930ø,-82.37586ø,441.370,13957797.899,1246416.473,550.188,7.461,10:51:21 18 Feb 2009,13662.389,3412.094,1704.833,0.042,0.051,0.002,2.392,1.524,1.844,1,7
512,LR,+38.42932ø,-82.37580ø,441.375,13957804.503,1246431.318,550.193,7.461,10:51:22 18 Feb 2009,13676.445,3418.252,1710.185,0.025,0.030,0.003,2.393,1.525,1.844,1,7
513,LR,+38.42934ø,-82.37575ø,441.317,13957811.844,1246447.877,550.136,7.461,10:51:23 18 Feb 2009,13692.120,3425.155,1716.094,0.035,0.043,0.002,2.393,1.525,1.844,1,7
514,LR,+38.42936ø,-82.37569ø,441.334,13957818.664,1246463.183,550.153,7.461,10:51:24 18 Feb 2009,13706.612,3431.502,1721.627,0.032,0.039,0.002,2.393,1.525,1.845,1,7
515,LR,+38.42938ø,-82.37565ø,441.350,13957824.845,1246477.144,550.169,7.461,10:51:25 18 Feb 2009,13719.835,3437.267,1726.642,0.039,0.047,0.002,2.394,1.526,1.845,1,7
516,LR,+38.42940ø,-82.37559ø,441.362,13957831.839,1246492.845,550.180,7.461,10:51:26 18 Feb 2009,13734.700,3443.782,1732.313,0.033,0.040,0.003,2.394,1.526,1.845,1,7
517,LR,+38.42942ø,-82.37554ø,441.380,13957838.905,1246508.732,550.199,7.461,10:51:27 18 Feb 2009,13749.744,3450.361,1738.047,0.049,0.060,0.002,2.395,1.526,1.845,1,7
518,LR,+38.42945ø,-82.37547ø,441.393,13957847.397,1246527.846,550.212,7.461,10:51:28 18 Feb 2009,13767.843,3458.279,1744.931,0.031,0.038,0.003,2.395,1.527,1.846,1,7
519,LR,+38.42946ø,-82.37542ø,441.405,13957853.763,1246542.101,550.225,7.461,10:51:29 18 Feb 2009,13781.338,3464.201,1750.093,0.034,0.041,0.002,2.395,1.527,1.846,1,7
520,LR,+38.42948ø,-82.37537ø,441.373,13957860.753,1246557.748,550.192,7.461,10:51:30 18 Feb 2009,13796.146,3470.740,1755.732,0.023,0.027,0.002,2.396,1.527,1.846,1,7
521,LR,+38.42950ø,-82.37532ø,441.407,13957866.930,1246571.586,550.227,7.461,10:51:31 18 Feb 2009,13809.249,3476.470,1760.755,0.039,0.047,0.002,2.396,1.527,1.846,1,7
522,LR,+38.42952ø,-82.37526ø,441.375,13957873.652,1246586.806,550.194,7.461,10:51:32 18 Feb 2009,13823.662,3482.784,1766.179,0.025,0.030,0.003,2.397,1.528,1.847,1,7
523,LR,+38.42954ø,-82.37521ø,441.343,13957880.506,1246602.135,550.162,7.461,10:51:33 18 Feb 2009,13838.167,3489.193,1771.709,0.023,0.032,0.002,2.819,1.616,2.310,1,6
524,LR,+38.42956ø,-82.37516ø,441.387,13957887.590,1246617.989,550.207,7.461,10:51:34 18 Feb 2009,13853.180,3495.759,1777.471,0.049,0.070,0.001,2.819,1.616,2.310,1,6
525,LR,+38.42958ø,-82.37509ø,441.196,13957895.792,1246636.424,550.017,7.461,10:51:35 18 Feb 2009,13870.614,3503.560,1783.995,0.034,0.049,0.003,2.819,1.616,2.310,1,6
526,LR,+38.42960ø,-82.37503ø,441.337,13957903.498,1246653.904,550.157,7.461,10:51:36 18 Feb 2009,13887.185,3510.664,1790.324,0.065,0.122,0.002,3.488,1.652,3.071,1,5
527,LR,+38.42963ø,-82.37497ø,441.405,13957911.326,1246671.424,550.224,7.461,10:51:37 18 Feb 2009,13903.776,3517.905,1796.704,0.016,0.030,0.004,3.487,1.653,3.071,1,5
528,LR,+38.42965ø,-82.37492ø,441.428,13957918.377,1246687.290,550.248,7.461,10:51:38 18 Feb 2009,13918.802,3524.469,1802.429,0.131,0.243,0.001,3.487,1.653,3.071,1,5
529,LR,+38.42967ø,-82.37485ø,441.485,13957927.098,1246706.866,550.306,7.461,10:51:39 18 Feb 2009,13937.340,3532.558,1809.525,0.058,0.109,0.008,3.487,1.653,3.070,1,5
530,LR,+38.42969ø,-82.37479ø,441.471,13957934.502,1246723.479,550.291,7.461,10:51:40 18 Feb 2009,13953.066,3539.474,1815.511,0.023,0.043,0.004,3.487,1.653,3.070,1,5
531,LR,+38.42972ø,-82.37472ø,441.490,13957943.895,1246744.663,550.311,7.461,10:51:41 18 Feb 2009,13973.128,3548.234,1823.130,0.027,0.050,0.001,3.487,1.654,3.070,1,5
532,LR,+38.42974ø,-82.37466ø,441.488,13957951.810,1246762.393,550.309,7.461,10:51:42 18 Feb 2009,13989.912,3555.612,1829.537,0.017,0.031,0.002,3.486,1.654,3.069,1,5
533,LR,+38.42977ø,-82.37459ø,441.495,13957960.612,1246782.250,550.316,7.461,10:51:43 18 Feb 2009,14008.715,3563.831,1836.669,0.017,0.031,0.001,3.486,1.654,3.069,1,5
534,LR,+38.42979ø,-82.37452ø,441.548,13957969.465,1246802.101,550.369,7.461,10:51:44 18 Feb 2009,14027.513,3572.044,1843.871,0.033,0.061,0.001,3.486,1.654,3.068,1,5
535,LR,+38.42982ø,-82.37445ø,441.524,13957978.471,1246822.302,550.346,7.461,10:51:45 18 Feb 2009,14046.635,3580.460,1851.148,0.027,0.050,0.002,3.486,1.655,3.068,1,5
536,LR,+38.42985ø,-82.37437ø,441.650,13957988.533,1246844.981,550.472,7.461,10:51:46 18 Feb 2009,14068.123,3589.760,1859.374,0.032,0.059,0.002,3.485,1.655,3.068,1,5
537,LR,+38.42987ø,-82.37430ø,441.677,13957997.858,1246865.784,550.499,7.461,10:51:47 18 Feb 2009,14087.815,3598.419,1866.940,0.022,0.041,0.002,3.485,1.655,3.067,1,5
538,LR,+38.42990ø,-82.37423ø,441.721,13958006.247,1246884.751,550.543,7.461,10:51:48 18 Feb 2009,14105.782,3606.228,1873.761,0.029,0.054,0.001,3.485,1.655,3.067,1,5
539,LR,+38.42992ø,-82.37416ø,441.751,13958015.809,1246906.141,550.573,7.461,10:51:49 18 Feb 2009,14126.032,3615.113,1881.522,0.017,0.032,0.002,3.485,1.655,3.067,1,5
540,LR,+38.42995ø,-82.37408ø,441.802,13958025.488,1246927.956,550.625,7.461,10:51:50 18 Feb 2009,14146.694,3624.113,1889.392,0.023,0.042,0.001,3.485,1.656,3.066,1,5
541,LR,+38.42998ø,-82.37400ø,441.823,13958035.431,1246950.246,550.645,7.461,10:51:51 18 Feb 2009,14167.798,3633.367,1897.455,0.017,0.031,0.001,3.484,1.656,3.066,1,5
542,LR,+38.43001ø,-82.37392ø,442.029,13958046.441,1246974.931,550.852,7.461,10:51:52 18 Feb 2009,14191.187,3643.472,1906.497,0.017,0.031,0.001,3.484,1.656,3.065,1,5
543,LR,+38.43003ø,-82.37385ø,442.094,13958055.164,1246994.619,550.917,7.461,10:51:53 18 Feb 2009,14209.838,3651.572,1913.602,0.048,0.070,0.001,3.484,1.975,2.870,1,6
544,LR,+38.43006ø,-82.37377ø,442.266,13958065.743,1247018.385,551.090,7.461,10:51:54 18 Feb 2009,14232.357,3661.309,1922.275,0.040,0.049,0.002,3.484,2.223,2.682,1,7
545,LR,+38.43009ø,-82.37370ø,442.280,13958074.333,1247037.771,551.103,7.461,10:51:55 18 Feb 2009,14250.716,3669.325,1929.240,0.078,0.114,0.002,3.483,1.976,2.869,1,6
546,LR,+38.43012ø,-82.37363ø,442.281,13958083.949,1247059.190,551.104,7.461,10:51:56 18 Feb 2009,14270.986,3678.270,1937.024,0.036,0.053,0.004,3.483,1.976,2.869,1,6
547,LR,+38.43015ø,-82.37354ø,442.388,13958094.498,1247082.834,551.212,7.461,10:51:57 18 Feb 2009,14293.380,3688.021,1945.632,0.034,0.050,0.002,3.483,1.976,2.868,1,6
548,LR,+38.43017ø,-82.37347ø,442.447,13958104.143,1247104.395,551.271,7.461,10:51:58 18 Feb 2009,14313.795,3696.958,1953.476,0.096,0.140,0.002,2.815,1.597,2.318,1,6
549,LR,+38.43020ø,-82.37339ø,442.509,13958113.785,1247126.097,551.333,7.461,10:51:59 18 Feb 2009,14334.350,3705.912,1961.322,0.079,0.115,0.006,2.815,1.597,2.318,1,6
550,LR,+38.43023ø,-82.37332ø,442.518,13958123.457,1247147.842,551.343,7.461,10:52:00 18 Feb 2009,14354.939,3714.931,1969.160,0.101,0.146,0.005,2.815,1.597,2.318,1,6
551,LR,+38.43026ø,-82.37324ø,442.637,13958133.174,1247169.667,551.461,7.461,10:52:01 18 Feb 2009,14375.614,3723.904,1977.102,0.042,0.062,0.006,2.815,1.598,2.318,1,6
552,LR,+38.43028ø,-82.37317ø,442.705,13958142.965,1247191.734,551.529,7.461,10:52:02 18 Feb 2009,14396.516,3732.996,1985.072,0.033,0.047,0.003,2.815,1.598,2.318,1,6
553,LR,+38.43031ø,-82.37309ø,442.826,13958152.749,1247213.834,551.651,7.461,10:52:03 18 Feb 2009,14417.457,3742.048,1993.071,0.035,0.050,0.002,2.815,1.598,2.318,1,6
554,LR,+38.43034ø,-82.37301ø,442.932,13958162.460,1247235.728,551.757,7.461,10:52:04 18 Feb 2009,14438.199,3751.037,2001.001,0.047,0.068,0.002,2.816,1.599,2.318,1,6
555,LR,+38.43168ø,-82.36873ø,447.505,13958633.767,1248470.321,556.341,6.562,10:56:42 18 Feb 2009,15615.142,4212.194,2387.483,0.045,0.052,19000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000,2.521,1.631,1.922,1,7
556,LR,+38.43169ø,-82.36871ø,447.615,13958635.206,1248475.656,556.451,6.562,10:56:48 18 Feb 2009,15620.295,4213.751,2388.741,0.110,0.130,0.003,2.523,1.633,1.923,1,7
557,LR,+38.43169ø,-82.36868ø,447.592,13958637.159,1248482.981,556.429,6.562,10:56:49 18 Feb 2009,15627.354,4216.007,2390.341,0.084,0.099,0.007,2.523,1.634,1.923,1,7
558,LR,+38.43170ø,-82.36864ø,446.675,13958640.351,1248494.810,555.512,7.461,10:56:50 18 Feb 2009,15638.660,4220.359,2392.410,0.074,0.088,0.005,2.524,1.634,1.923,1,7
559,LR,+38.43171ø,-82.36860ø,446.633,13958643.458,1248506.452,555.469,7.461,10:56:51 18 Feb 2009,15649.880,4223.953,2394.953,0.067,0.079,0.005,2.524,1.634,1.924,1,7
560,LR,+38.43172ø,-82.36856ø,446.634,13958646.699,1248518.523,555.471,7.461,10:56:52 18 Feb 2009,15661.515,4227.656,2397.634,0.065,0.076,0.004,2.525,1.635,1.924,1,7
561,LR,+38.43173ø,-82.36852ø,446.612,13958649.968,1248530.685,555.449,7.461,10:56:53 18 Feb 2009,15673.237,4231.408,2400.323,0.040,0.047,0.004,2.525,1.635,1.924,1,7
562,LR,+38.43174ø,-82.36848ø,446.664,13958653.046,1248542.093,555.501,7.461,10:56:54 18 Feb 2009,15684.237,4234.878,2402.899,0.043,0.051,0.002,2.525,1.635,1.924,1,7
563,LR,+38.43175ø,-82.36845ø,446.693,13958655.601,1248551.566,555.531,7.461,10:56:55 18 Feb 2009,15693.370,4237.769,2405.029,0.051,0.060,0.003,2.526,1.636,1.925,1,7
564,LR,+38.43175ø,-82.36842ø,446.662,13958657.722,1248559.615,555.499,7.461,10:56:56 18 Feb 2009,15701.129,4240.238,2406.765,0.054,0.063,0.003,2.526,1.636,1.925,1,7
565,LR,+38.43176ø,-82.36840ø,446.670,13958659.318,1248565.563,555.508,7.461,10:56:57 18 Feb 2009,15706.864,4242.057,2408.089,0.054,0.063,0.003,2.527,1.636,1.925,1,7
566,LR,+38.43176ø,-82.36837ø,446.679,13958661.077,1248572.118,555.516,7.461,10:56:58 18 Feb 2009,15713.183,4244.061,2409.549,0.072,0.085,0.003,2.527,1.637,1.925,1,7
567,LR,+38.43177ø,-82.36835ø,446.672,13958662.992,1248579.323,555.509,7.461,10:56:59 18 Feb 2009,15720.129,4246.266,2411.129,0.067,0.079,0.004,2.527,1.637,1.926,1,7
568,LR,+38.43177ø,-82.36833ø,446.704,13958664.710,1248585.881,555.542,7.461,10:57:00 18 Feb 2009,15726.458,4248.227,2412.572,0.075,0.089,0.004,2.528,1.637,1.926,1,7
569,LR,+38.43178ø,-82.36831ø,446.647,13958666.261,1248591.561,555.484,7.461,10:57:01 18 Feb 2009,15731.925,4250.030,2413.817,0.103,0.121,0.005,2.528,1.638,1.926,1,7
570,LR,+38.43178ø,-82.36829ø,446.724,13958667.649,1248596.714,555.562,7.461,10:57:02 18 Feb 2009,15736.900,4251.555,2415.013,0.084,0.099,0.006,2.529,1.638,1.926,1,7
571,LR,+38.43179ø,-82.36827ø,446.717,13958669.443,1248603.349,555.554,7.461,10:57:03 18 Feb 2009,15743.294,4253.604,2416.491,0.070,0.083,0.005,2.529,1.638,1.927,1,7
572,LR,+38.43179ø,-82.36824ø,446.753,13958671.742,1248611.990,555.590,7.461,10:57:04 18 Feb 2009,15751.629,4256.215,2418.415,0.054,0.064,0.004,2.529,1.639,1.927,1,7
573,LR,+38.43180ø,-82.36820ø,446.765,13958674.704,1248622.960,555.602,7.461,10:57:05 18 Feb 2009,15762.203,4259.582,2420.870,0.093,0.109,0.003,2.530,1.639,1.927,1,7
574,LR,+38.43181ø,-82.36816ø,446.779,13958677.377,1248632.899,555.617,7.461,10:57:06 18 Feb 2009,15771.784,4262.623,2423.089,0.067,0.079,0.006,2.530,1.639,1.927,1,7
575,LR,+38.43182ø,-82.36812ø,446.663,13958680.592,1248644.908,555.501,7.461,10:57:07 18 Feb 2009,15783.349,4266.394,2425.675,0.056,0.066,0.004,2.531,1.640,1.927,1,7
576,LR,+38.43183ø,-82.36808ø,446.660,13958684.095,1248657.909,555.498,7.461,10:57:08 18 Feb 2009,15795.880,4270.393,2428.569,0.057,0.067,0.003,2.531,1.640,1.928,1,7
577,LR,+38.43184ø,-82.36803ø,446.605,13958687.836,1248671.969,555.443,7.461,10:57:09 18 Feb 2009,15809.430,4274.730,2431.629,0.028,0.033,0.004,2.531,1.640,1.928,1,7
578,LR,+38.43185ø,-82.36798ø,446.522,13958691.831,1248687.025,555.360,7.461,10:57:10 18 Feb 2009,15823.939,4279.386,2434.883,0.051,0.060,0.002,2.532,1.641,1.928,1,7
579,LR,+38.43186ø,-82.36792ø,446.526,13958696.017,1248702.862,555.365,7.461,10:57:11 18 Feb 2009,15839.211,4284.201,2438.349,0.054,0.064,0.003,2.532,1.641,1.928,1,7
580,LR,+38.43188ø,-82.36786ø,446.478,13958700.410,1248719.294,555.316,7.461,10:57:12 18 Feb 2009,15855.048,4289.270,2441.951,0.062,0.073,0.003,2.533,1.641,1.929,1,7
581,LR,+38.43189ø,-82.36780ø,446.436,13958704.904,1248735.987,555.275,7.461,10:57:13 18 Feb 2009,15871.133,4294.433,2445.641,0.023,0.027,0.004,2.533,1.642,1.929,1,7
582,LR,+38.43190ø,-82.36775ø,446.399,13958709.411,1248752.879,555.237,7.461,10:57:14 18 Feb 2009,15887.415,4299.628,2449.345,0.039,0.045,0.001,2.533,1.642,1.929,1,7
583,LR,+38.43192ø,-82.36769ø,446.351,13958713.963,1248769.996,555.190,7.461,10:57:15 18 Feb 2009,15903.913,4304.891,2453.081,0.037,0.044,0.002,2.534,1.642,1.929,1,7
584,LR,+38.43193ø,-82.36763ø,446.329,13958718.607,1248787.314,555.168,7.461,10:57:16 18 Feb 2009,15920.605,4310.220,2456.907,0.027,0.031,0.002,2.534,1.643,1.930,1,7
585,LR,+38.43194ø,-82.36756ø,446.266,13958723.336,1248805.070,555.105,7.461,10:57:17 18 Feb 2009,15937.718,4315.694,2460.779,0.023,0.028,0.002,2.535,1.643,1.930,1,7
586,LR,+38.43196ø,-82.36750ø,446.201,13958728.208,1248823.422,555.040,7.461,10:57:18 18 Feb 2009,15955.407,4321.343,2464.769,0.037,0.043,0.001,2.535,1.643,1.930,1,7
587,LR,+38.43197ø,-82.36744ø,446.170,13958733.270,1248842.243,555.009,7.461,10:57:19 18 Feb 2009,15973.545,4327.148,2468.934,0.042,0.049,0.002,2.535,1.644,1.930,1,7
588,LR,+38.43199ø,-82.36736ø,446.114,13958738.955,1248863.544,554.954,7.461,10:57:20 18 Feb 2009,15994.075,4333.707,2473.601,0.060,0.070,0.003,2.536,1.644,1.930,1,7
589,LR,+38.43200ø,-82.36730ø,446.034,13958743.787,1248881.503,554.874,7.461,10:57:21 18 Feb 2009,16011.377,4339.287,2477.545,0.030,0.035,0.004,2.536,1.644,1.931,1,7
590,LR,+38.43202ø,-82.36723ø,446.046,13958749.194,1248901.900,554.886,7.461,10:57:22 18 Feb 2009,16031.046,4345.494,2482.026,0.054,0.063,0.002,2.536,1.645,1.931,1,7
591,LR,+38.43203ø,-82.36716ø,446.013,13958754.764,1248922.520,554.853,7.461,10:57:23 18 Feb 2009,16050.916,4351.869,2486.609,0.051,0.060,0.003,2.537,1.645,1.931,1,7
592,LR,+38.43205ø,-82.36708ø,446.040,13958760.307,1248943.283,554.880,7.461,10:57:24 18 Feb 2009,16070.936,4358.200,2491.210,0.072,0.085,0.003,2.537,1.645,1.931,1,7
593,LR,+38.43207ø,-82.36701ø,446.023,13958765.822,1248963.796,554.864,7.461,10:57:25 18 Feb 2009,16090.706,4364.513,2495.759,0.073,0.086,0.004,2.538,1.646,1.932,1,7
594,LR,+38.43208ø,-82.36694ø,446.022,13958771.197,1248983.822,554.863,7.461,10:57:26 18 Feb 2009,16110.011,4370.658,2500.202,0.055,0.065,0.005,2.538,1.646,1.932,1,7
595,LR,+38.43210ø,-82.36688ø,446.079,13958776.346,1249003.004,554.920,7.461,10:57:27 18 Feb 2009,16128.507,4376.501,2504.494,0.062,0.073,0.003,2.538,1.646,1.932,1,7
596,LR,+38.43211ø,-82.36681ø,446.061,13958781.131,1249020.837,554.902,7.461,10:57:28 18 Feb 2009,16145.695,4381.986,2508.439,0.065,0.077,0.004,2.539,1.647,1.932,1,7
597,LR,+38.43212ø,-82.36676ø,446.094,13958785.613,1249037.469,554.935,7.461,10:57:29 18 Feb 2009,16161.728,4387.074,2512.164,0.050,0.059,0.004,2.539,1.647,1.933,1,7
598,LR,+38.43214ø,-82.36670ø,446.126,13958789.837,1249053.145,554.967,7.461,10:57:30 18 Feb 2009,16176.841,4391.870,2515.675,0.065,0.076,0.003,2.540,1.647,1.933,1,7
599,LR,+38.43215ø,-82.36665ø,446.104,13958793.687,1249067.486,554.946,7.461,10:57:31 18 Feb 2009,16190.663,4396.287,2518.845,0.076,0.089,0.004,2.540,1.648,1.933,1,7
600,LR,+38.43216ø,-82.36661ø,446.187,13958796.888,1249079.308,555.028,7.461,10:57:32 18 Feb 2009,16202.064,4399.868,2521.541,0.075,0.088,0.005,2.540,1.648,1.933,1,7
601,LR,+38.43217ø,-82.36657ø,446.204,13958799.731,1249090.133,555.046,7.461,10:57:33 18 Feb 2009,16212.507,4403.138,2523.906,0.090,0.106,0.005,2.541,1.648,1.933,1,7
602,LR,+38.43217ø,-82.36655ø,446.178,13958801.635,1249097.360,555.020,7.461,10:57:34 18 Feb 2009,16219.474,4405.353,2525.465,0.097,0.114,0.006,2.541,1.649,1.934,1,7
603,LR,+38.43218ø,-82.36652ø,446.199,13958803.534,1249104.433,555.041,7.461,10:57:35 18 Feb 2009,16226.294,4407.508,2527.048,0.093,0.109,0.006,2.542,1.649,1.934,1,7
604,LR,+38.43218ø,-82.36650ø,446.263,13958805.270,1249110.954,555.105,7.461,10:57:36 18 Feb 2009,16232.587,4409.450,2528.523,0.074,0.086,0.006,2.542,1.649,1.934,1,7
605,LR,+38.43219ø,-82.36648ø,446.188,13958807.201,1249118.087,555.030,7.461,10:57:37 18 Feb 2009,16239.454,4411.708,2530.072,0.035,0.041,0.005,2.542,1.650,1.934,1,7
606,LR,+38.43219ø,-82.36645ø,446.196,13958809.096,1249125.136,555.038,7.461,10:57:38 18 Feb 2009,16246.249,4413.865,2531.644,0.040,0.046,0.002,2.543,1.650,1.935,1,7
607,LR,+38.43220ø,-82.36642ø,446.152,13958811.630,1249134.594,554.994,7.461,10:57:39 18 Feb 2009,16255.362,4416.799,2533.712,0.030,0.035,0.002,2.543,1.650,1.935,1,7
608,LR,+38.43221ø,-82.36638ø,446.095,13958814.781,1249146.067,554.938,7.461,10:57:40 18 Feb 2009,16266.408,4420.408,2536.278,0.030,0.035,0.002,2.544,1.651,1.935,1,7
609,LR,+38.43222ø,-82.36633ø,446.143,13958818.853,1249160.987,554.985,7.461,10:57:41 18 Feb 2009,16280.789,4424.991,2539.672,0.044,0.051,0.002,2.544,1.651,1.935,1,7
610,LR,+38.43223ø,-82.36628ø,446.136,13958822.492,1249174.671,554.978,7.461,10:57:42 18 Feb 2009,16293.982,4429.174,2542.676,0.046,0.054,0.003,2.544,1.651,1.936,1,7
611,LR,+38.43224ø,-82.36622ø,446.153,13958826.967,1249191.383,554.995,7.461,10:57:43 18 Feb 2009,16310.094,4434.282,2546.387,0.057,0.067,0.003,2.545,1.652,1.936,1,7
612,LR,+38.43226ø,-82.36616ø,446.098,13958831.839,1249209.521,554.940,7.461,10:57:44 18 Feb 2009,16327.572,4439.893,2550.381,0.059,0.069,0.004,2.545,1.652,1.936,1,7
613,LR,+38.43227ø,-82.36609ø,446.140,13958836.951,1249228.774,554.983,7.461,10:57:45 18 Feb 2009,16346.140,4445.734,2554.635,0.069,0.081,0.004,2.546,1.652,1.936,1,7
614,LR,+38.43229ø,-82.36602ø,446.095,13958842.353,1249249.018,554.938,7.461,10:57:46 18 Feb 2009,16365.653,4451.961,2559.075,0.083,0.097,0.004,2.546,1.653,1.936,1,7
615,LR,+38.43230ø,-82.36595ø,446.155,13958847.996,1249270.267,554.998,7.461,10:57:47 18 Feb 2009,16386.147,4458.397,2563.780,0.075,0.088,0.005,2.546,1.653,1.937,1,7
616,LR,+38.43232ø,-82.36587ø,446.225,13958853.904,1249292.400,555.069,7.461,10:57:48 18 Feb 2009,16407.493,4465.114,2568.709,0.068,0.079,0.005,2.547,1.653,1.937,1,7
617,LR,+38.43234ø,-82.36579ø,446.201,13958859.969,1249315.073,555.045,7.461,10:57:49 18 Feb 2009,16429.348,4472.078,2573.710,0.038,0.044,0.004,2.547,1.654,1.937,1,7
618,LR,+38.43236ø,-82.36570ø,446.317,13958866.656,1249340.286,555.161,7.461,10:57:50 18 Feb 2009,16453.672,4479.675,2579.313,0.069,0.080,0.002,2.547,1.654,1.937,1,7
619,LR,+38.43238ø,-82.36562ø,446.272,13958872.755,1249363.399,555.117,7.461,10:57:51 18 Feb 2009,16475.956,4486.738,2584.332,0.074,0.087,0.004,2.548,1.654,1.938,1,7
620,LR,+38.43239ø,-82.36554ø,446.307,13958878.952,1249386.685,555.151,7.461,10:57:52 18 Feb 2009,16498.411,4493.824,2589.478,0.042,0.049,0.005,2.548,1.655,1.938,1,7
621,LR,+38.43241ø,-82.36546ø,446.377,13958885.220,1249410.173,555.222,7.461,10:57:53 18 Feb 2009,16521.064,4500.955,2594.706,0.032,0.037,0.003,2.549,1.655,1.938,1,7
